strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason,state
BTC_TREND,BTC/USDT:USDT,short,1740751200000,1740754800000,81372.95842835425,82960.1236402548,0.007373456877916966,-12.069915984627459,sl,TREND
BTC_TREND,BTC/USDT:USDT,long,1741006800000,1741010400000,91548.86023638964,89965.61049968787,0.006530423151102213,-10.691798837899805,sl,TREND
BTC_TREND,BTC/USDT:USDT,short,1741510800000,1741514400000,86336.48217172717,84751.16193824542,0.006622587201362893,10.162158312106135,tp,TREND
BTC_TREND,BTC/USDT:USDT,short,1741611600000,1741615200000,82594.68899443031,79847.01082701504,0.00699560191287338,18.8865159029235,tp,TREND
BTC_TREND,BTC/USDT:USDT,long,1742482800000,1742486400000,85379.40412517142,84462.45980342591,0.006851298380900724,-6.62946565541,sl,TREND
BTC_TREND,BTC/USDT:USDT,long,1742767200000,1742770800000,84142.5860799432,85683.0979274649,0.006816098610124426,10.149865995956159,tp,TREND
BTC_TREND,BTC/USDT:USDT,long,1742868000000,1742871600000,87421.11137678275,86650.53053485793,0.006629351327185037,-5.4531132128792015,sl,TREND
BTC_TREND,BTC/USDT:USDT,long,1742918400000,1742922000000,86977.62549657258,88269.16848863552,0.006624736466200221,8.205275969587996,tp,TREND
BTC_TREND,BTC/USDT:USDT,short,1743368400000,1743372000000,82881.42850392056,81717.2882899728,0.00693033642339716,7.72808634698916,tp,TREND
BTC_TREND,BTC/USDT:USDT,short,1743418800000,1743422400000,82115.45060520741,82892.78233737164,0.007050611094295719,-5.8313305972161364,sl,TREND
BTC_TREND,BTC/USDT:USDT,short,1743426000000,1743429600000,82178.91126639428,83008.44015790323,0.007001745631963496,-6.156872682685317,sl,TREND
BTC_TREND,BTC/USDT:USDT,short,1744059600000,1744063200000,77933.05873234669,79633.40737507478,0.007238903164200556,-12.654534284862574,sl,TREND
BTC_TREND,BTC/USDT:USDT,long,1744545600000,1744549200000,84726.20504788094,83866.61145039703,0.0065036589225132965,-5.917767471527723,sl,TREND
BTC_TREND,BTC/USDT:USDT,long,1745470800000,1745474400000,93255.6632919472,92317.2194359914,0.005930130508900154,-5.893566436777936,sl,TREND
BTC_TREND,BTC/USDT:USDT,long,1746392400000,1746396000000,95597.86632505083,95201.65669415284,0.005718718593911012,-2.592470273887698,sl,TREND
BTC_TREND,BTC/USDT:USDT,short,1746478800000,1746482400000,94422.2361062621,95070.99325542783,0.005772752609226996,-4.074407320227373,sl,TREND
