timestamp,equity,w_btc,w_sol,state,adx,atrp,equity_btc,equity_sol
1756688400000,1000.0,0.05,0.95,RANGE,7.142857142857142,0.007177096721590049,1000.0,1000.0
1756692000000,1000.0,0.05,0.95,RANGE,12.372375321639652,0.0072120365374644365,1000.0,1000.0
1756695600000,1000.0,0.05,0.95,RANGE,17.29617516794193,0.006948292597861684,1000.0,1000.0
1756699200000,1000.0,0.05,0.95,RANGE,22.10346416046417,0.006796393237570552,1000.0,1000.0
1756702800000,1000.0,0.05,0.95,RANGE,23.04851662732716,0.006775508405243157,1000.0,1000.0
1756706400000,1000.0,0.05,0.95,RANGE,22.5283655602596,0.006631448396880478,1000.0,1000.0
1756710000000,1000.0,0.05,0.95,RANGE,24.819947393307995,0.007023673566737152,1000.0,1000.0
1756713600000,995.3258584645639,0.8,0.19999999999999996,TREND,27.492014984797343,0.006775875441080562,994.1573230807049,1000.0
1756717200000,995.5421339143331,0.8,0.19999999999999996,TREND,30.084755415497664,0.0065761195106275655,994.4273500024942,1000.0
1756720800000,998.3250828990019,0.8,0.19999999999999996,TREND,28.057182731897576,0.0070384270398689,997.9021408849443,1000.0
1756724400000,998.2280814314638,0.05,0.95,RANGE,26.174436668554637,0.006786807554701865,995.9629334307125,1000.0
1756728000000,998.2280814314638,0.05,0.95,RANGE,25.053857053195635,0.006624817165388805,995.9629334307125,1000.0
1756731600000,998.2280814314638,0.05,0.95,RANGE,24.70527729643513,0.006543013738403215,995.9629334307125,1000.0
1756735200000,998.2280814314638,0.05,0.95,RANGE,24.04755111965985,0.006402598452228961,995.9629334307125,1000.0
1756738800000,998.2280814314638,0.05,0.95,RANGE,22.81500596657398,0.0065059758046859826,995.9629334307125,1000.0
1756742400000,998.2280814314638,0.05,0.95,RANGE,21.670499752994246,0.006344331913700235,995.9629334307125,1000.0
1756746000000,998.2280814314638,0.05,0.95,RANGE,20.267455192111463,0.006258937722657338,995.9629334307125,1000.0
1756749600000,998.2280814314638,0.05,0.95,RANGE,19.40326783438252,0.006027329989519882,995.9629334307125,1000.0
1756753200000,998.2280814314638,0.05,0.95,RANGE,18.71447164473723,0.005706231807604483,995.9629334307125,1000.0
1756756800000,998.2280814314638,0.05,0.95,RANGE,18.577782828666024,0.0059382715688228345,995.9629334307125,1000.0
1756760400000,998.2280814314638,0.05,0.95,RANGE,19.591252187173147,0.006553458219475253,995.9629334307125,1000.0
1756764000000,998.2280814314638,0.05,0.95,RANGE,20.532330877215475,0.0066505459881812095,995.9629334307125,1000.0
1756767600000,998.2280814314638,0.05,0.95,RANGE,19.4575161060075,0.006802102137128667,995.9629334307125,1000.0
1756771200000,998.2911487429491,0.05,0.95,RANGE,18.459473818457237,0.0066281899108310985,997.2214174529278,1000.0
1756774800000,998.34041987967,0.05,0.95,RANGE,17.227534199279116,0.006547901672039525,998.2057842453629,1000.0
1756778400000,998.5131658068264,0.05,0.95,RANGE,17.092670900545816,0.006743484425956848,1001.6602368600971,1000.0
1756782000000,998.5278447014997,0.05,0.95,RANGE,17.42493880965241,0.006621967770730517,1001.9547400398011,1000.0
1756785600000,998.5557110916716,0.05,0.95,RANGE,17.73347329667996,0.00632576585496983,1002.5139805631129,1000.0
1756789200000,998.5557110916716,0.05,0.95,RANGE,17.791482457737327,0.006069995414615005,1002.5139805631129,1000.0
1756792800000,998.5557110916716,0.05,0.95,RANGE,18.262523715374382,0.005926530415541894,1002.5139805631129,1000.0
1756796400000,998.5557110916716,0.05,0.95,RANGE,18.29271284579036,0.005773120211162074,1002.5139805631129,1000.0
1756800000000,998.5557110916716,0.05,0.95,RANGE,18.7870092588265,0.005792122327569672,1002.5139805631129,1000.0
1756803600000,998.5557110916716,0.05,0.95,RANGE,19.245998785217203,0.005654430728203963,1002.5139805631129,1000.0
1756807200000,998.5557110916716,0.05,0.95,RANGE,19.34407990486999,0.005488887015942742,1002.5139805631129,1000.0
1756810800000,998.5557110916716,0.05,0.95,RANGE,18.242465000736292,0.005556327673311476,1002.5139805631129,1000.0
1756814400000,998.5557110916716,0.05,0.95,RANGE,18.519768493630785,0.006172766163369077,1002.5139805631129,1000.0
1756818000000,998.5557110916716,0.05,0.95,RANGE,17.73069179932745,0.007247394660536365,1002.5139805631129,1000.0
1756821600000,998.866412078793,0.05,0.95,RANGE,17.54518984363542,0.007355874214513826,1008.7526326464013,1000.0
1756825200000,998.8577199240441,0.05,0.95,RANGE,17.136406805866528,0.007449583403482393,1008.5770689497872,1000.0
1756828800000,998.8577199240441,0.05,0.95,RANGE,16.548980080794802,0.007342670925715849,1008.5770689497872,1000.0
1756832400000,998.8577199240441,0.05,0.95,RANGE,16.003512407513917,0.00707637495203351,1008.5770689497872,1000.0
1756836000000,998.8577199240441,0.05,0.95,RANGE,14.907482068786983,0.0070801748713699535,1008.5770689497872,1000.0
1756839600000,998.8577199240441,0.05,0.95,RANGE,13.889739611397685,0.006829820786466155,1008.5770689497872,1000.0
1756843200000,998.8577199240441,0.05,0.95,RANGE,13.668158515196538,0.006759635703760628,1008.5770689497872,1000.0
1756846800000,998.8577199240441,0.05,0.95,RANGE,13.61475022140506,0.006560697798732478,1008.5770689497872,1000.0
1756850400000,998.8577199240441,0.05,0.95,RANGE,13.140002991992779,0.006340326973515476,1008.5770689497872,1000.0
1756854000000,998.8577199240441,0.05,0.95,RANGE,12.70162580181641,0.006058958104175091,1008.5770689497872,1000.0
1756857600000,998.8577199240441,0.05,0.95,RANGE,13.030330664038573,0.005967199432535013,1008.5770689497872,1000.0
1756861200000,998.8577199240441,0.05,0.95,RANGE,12.697006004107012,0.005873601447987775,1008.5770689497872,1000.0
1756864800000,998.8577199240441,0.05,0.95,RANGE,12.540276068213206,0.005746706804700032,1008.5770689497872,1000.0
1756868400000,998.8577199240441,0.05,0.95,RANGE,12.151455205805748,0.005677948700622473,1008.5770689497872,1000.0
1756872000000,998.8577199240441,0.05,0.95,RANGE,11.703703560567817,0.005471417723589967,1008.5770689497872,1000.0
1756875600000,998.8577199240441,0.05,0.95,RANGE,10.906232762721023,0.005368096011754076,1008.5770689497872,1000.0
1756879200000,998.8577199240441,0.05,0.95,RANGE,10.255068252451371,0.005186642648310352,1008.5770689497872,1000.0
1756882800000,998.8577199240441,0.05,0.95,RANGE,9.85179448551332,0.005171208468554916,1008.5770689497872,1000.0
1756886400000,998.8577199240441,0.05,0.95,RANGE,9.780831688148217,0.0050042520682300525,1008.5770689497872,1000.0
1756890000000,998.8577199240441,0.05,0.95,RANGE,9.530050378756734,0.004917250321945818,1008.5770689497872,1000.0
1756893600000,998.8577199240441,0.05,0.95,RANGE,9.6172304159387,0.00476378958590987,1008.5770689497872,1000.0
1756897200000,998.8577199240441,0.05,0.95,RANGE,10.151966115486513,0.004635524640286972,1008.5770689497872,1000.0
1756900800000,998.8577199240441,0.05,0.95,RANGE,9.75699549830248,0.004862214475179522,1008.5770689497872,1000.0
1756904400000,998.8577199240441,0.05,0.95,RANGE,9.482073367696339,0.0050470287485881735,1008.5770689497872,1000.0
1756908000000,998.8577199240441,0.05,0.95,RANGE,10.354388794712001,0.00553938042031031,1008.5770689497872,1000.0
1756911600000,998.8577199240441,0.05,0.95,RANGE,11.164395976940831,0.005447619685631846,1008.5770689497872,1000.0
1756915200000,998.8577199240441,0.05,0.95,RANGE,11.320247176124422,0.005500476271656096,1008.5770689497872,1000.0
1756918800000,998.8577199240441,0.05,0.95,RANGE,11.919029622644889,0.005549917347922257,1008.5770689497872,1000.0
1756922400000,998.8577199240441,0.05,0.95,RANGE,12.297653209242423,0.005629293034533346,1008.5770689497872,1000.0
1756926000000,998.8577199240441,0.05,0.95,RANGE,12.589346492674723,0.005518358292543229,1008.5770689497872,1000.0
1756929600000,998.8577199240441,0.05,0.95,RANGE,12.873067234316848,0.00525740965298627,1008.5770689497872,1000.0
1756933200000,998.8577199240441,0.05,0.95,RANGE,12.310341041662744,0.0052064614520947235,1008.5770689497872,1000.0
1756936800000,998.8577199240441,0.05,0.95,RANGE,11.78780957705536,0.005038725100761552,1008.5770689497872,1000.0
1756940400000,998.8577199240441,0.05,0.95,RANGE,11.224984061361537,0.00492934434693137,1008.5770689497872,1000.0
1756944000000,998.8577199240441,0.05,0.95,RANGE,10.701385293001358,0.00492662710147756,1008.5770689497872,1000.0
1756947600000,998.8577199240441,0.05,0.95,RANGE,10.215186436666906,0.00486098233847824,1008.5770689497872,1000.0
1756951200000,998.8577199240441,0.05,0.95,RANGE,9.894610010931357,0.004908414926022545,1008.5770689497872,1000.0
