timestamp,balance,equity,pos_side,qty
1756342800000,1000.0,1000.0,,0.0
1756346400000,1000.0,1000.0,,0.0
1756350000000,1000.0,1000.0,,0.0
1756353600000,1000.0,1000.0,,0.0
1756357200000,1000.0,1000.0,,0.0
1756360800000,1000.0,1000.0,,0.0
1756364400000,1000.0,1000.0,,0.0
1756368000000,1000.0,1000.0,,0.0
1756371600000,1000.0,1000.0,,0.0
1756375200000,1000.0,1000.0,,0.0
1756378800000,1000.0,1000.0,,0.0
1756382400000,1000.0,1000.0,,0.0
1756386000000,1000.0,1000.0,,0.0
1756389600000,1000.0,1000.0,,0.0
1756393200000,1000.0,1000.0,,0.0
1756396800000,1000.0,1000.0,,0.0
1756400400000,1000.0,1000.0,,0.0
1756404000000,1000.0,1000.0,,0.0
1756407600000,1000.0,1000.0,,0.0
1756411200000,1000.0,1000.0,,0.0
1756414800000,1000.0,1000.0,,0.0
1756418400000,1000.0,1000.0,,0.0
1756422000000,1000.0,1000.0,,0.0
1756425600000,1000.0,1000.0,,0.0
1756429200000,1000.0,1000.0,,0.0
1756432800000,1000.0,1000.0,,0.0
1756436400000,1000.0,1000.0,,0.0
1756440000000,1000.0,1000.0,,0.0
1756443600000,1000.0,1000.0,,0.0
1756447200000,1000.0,1000.0,,0.0
1756450800000,1000.0,1000.0,,0.0
1756454400000,1000.0,1000.0,,0.0
1756458000000,1000.0,1000.0,,0.0
1756461600000,1000.0,1000.0,,0.0
1756465200000,1000.0,1000.0,,0.0
1756468800000,1000.0,1000.0,,0.0
1756472400000,1000.0,1000.0,,0.0
1756476000000,1000.0,1000.0,,0.0
1756479600000,1000.0,1000.0,,0.0
1756483200000,1000.0,1000.0,,0.0
1756486800000,1000.0,1000.0,,0.0
1756490400000,1000.0,1000.0,,0.0
1756494000000,1000.0,1000.0,,0.0
1756497600000,1000.0,1000.0,,0.0
1756501200000,1000.0,1000.0,,0.0
1756504800000,1000.0,1000.0,,0.0
1756508400000,1000.0,1000.0,,0.0
1756512000000,1000.0,1000.0,,0.0
1756515600000,1000.0,1000.0,,0.0
1756519200000,1000.0,1000.0,,0.0
1756522800000,1000.0,1000.0,,0.0
1756526400000,1000.0,1000.0,,0.0
1756530000000,1000.0,1000.0,,0.0
1756533600000,1000.0,1000.0,,0.0
1756537200000,1000.0,1000.0,,0.0
1756540800000,1000.0,1000.0,,0.0
1756544400000,1000.0,1000.0,,0.0
1756548000000,1000.0,1000.0,,0.0
1756551600000,1000.0,1000.0,,0.0
1756555200000,1000.0,1000.0,,0.0
1756558800000,1000.0,1000.0,,0.0
1756562400000,1000.0,1000.0,,0.0
1756566000000,1000.0,1000.0,,0.0
1756569600000,1000.0,1000.0,,0.0
1756573200000,1000.0,1000.0,,0.0
1756576800000,1000.0,1000.0,,0.0
1756580400000,1000.0,1000.0,,0.0
1756584000000,1000.0,1000.0,,0.0
1756587600000,1000.0,1000.0,,0.0
1756591200000,1000.0,1000.0,,0.0
1756594800000,1000.0,1000.0,,0.0
1756598400000,1000.0,1000.0,,0.0
1756602000000,1000.0,1000.0,,0.0
1756605600000,1000.0,1000.0,,0.0
1756609200000,999.92,999.8670279948863,short,0.0036648345409359454
1756612800000,999.92,1001.3314958774442,short,0.0036648345409359454
