timestamp,equity_btc,equity_sol,equity
1759280400000,0.0,1000.0,1000.0
1759284000000,0.0,1000.0,1000.0
1759287600000,0.0,1000.0,1000.0
1759291200000,0.0,1000.0,1000.0
1759294800000,0.0,1000.0,1000.0
1759298400000,0.0,1000.0,1000.0
1759302000000,0.0,1000.0,1000.0
1759305600000,0.0,1000.0,1000.0
1759309200000,0.0,1000.0,1000.0
1759312800000,0.0,1000.0,1000.0
1759316400000,0.0,1000.0,1000.0
1759320000000,0.0,1000.0,1000.0
1759323600000,0.0,1000.0,1000.0
1759327200000,0.0,1000.0,1000.0
1759330800000,0.0,1000.0,1000.0
1759334400000,0.0,1000.0,1000.0
1759338000000,0.0,1000.0,1000.0
1759341600000,0.0,1000.0,1000.0
1759345200000,0.0,1000.0,1000.0
1759348800000,0.0,1000.0,1000.0
1759352400000,0.0,1000.0,1000.0
1759356000000,0.0,1000.0,1000.0
1759359600000,0.0,1000.0,1000.0
1759363200000,0.0,1000.0,1000.0
1759366800000,0.0,1000.0,1000.0
1759370400000,0.0,1000.0,1000.0
1759374000000,0.0,1000.0,1000.0
1759377600000,0.0,1000.0,1000.0
1759381200000,0.0,1000.0,1000.0
1759384800000,0.0,1000.0,1000.0
1759388400000,0.0,1000.0,1000.0
1759392000000,0.0,1000.0,1000.0
1759395600000,0.0,1000.0,1000.0
1759399200000,0.0,1000.0,1000.0
1759402800000,0.0,1000.0,1000.0
1759406400000,0.0,1000.0,1000.0
1759410000000,0.0,1000.0,1000.0
1759413600000,0.0,1000.0,1000.0
1759417200000,0.0,1000.0,1000.0
1759420800000,0.0,1000.0,1000.0
1759424400000,0.0,1000.0,1000.0
1759428000000,0.0,1000.0,1000.0
1759431600000,0.0,1000.0,1000.0
1759435200000,0.0,1000.0,1000.0
1759438800000,0.0,1000.0,1000.0
1759442400000,0.0,1000.0,1000.0
1759446000000,0.0,1000.0,1000.0
1759449600000,0.0,1000.0,1000.0
1759453200000,0.0,1000.0,1000.0
1759456800000,0.0,1000.0,1000.0
1759460400000,0.0,1000.0,1000.0
1759464000000,0.0,1000.0,1000.0
1759467600000,0.0,1000.0,1000.0
1759471200000,0.0,1000.0,1000.0
1759474800000,0.0,1000.0,1000.0
1759478400000,0.0,1000.0,1000.0
1759482000000,0.0,1000.0,1000.0
1759485600000,0.0,1000.0,1000.0
1759489200000,0.0,1000.0,1000.0
1759492800000,0.0,1000.0,1000.0
1759496400000,0.0,1000.0,1000.0
1759500000000,0.0,1000.0,1000.0
1759503600000,0.0,1000.0,1000.0
1759507200000,0.0,1000.0,1000.0
1759510800000,0.0,1000.0,1000.0
1759514400000,0.0,1000.0,1000.0
1759518000000,0.0,1000.0,1000.0
1759521600000,0.0,1000.0,1000.0
1759525200000,0.0,1000.0,1000.0
1759528800000,0.0,1000.0,1000.0
1759532400000,0.0,1000.0,1000.0
1759536000000,0.0,1000.0,1000.0
1759539600000,0.0,1000.0,1000.0
1759543200000,0.0,1000.0,1000.0
1759546800000,0.0,1000.0,1000.0
1759550400000,0.0,1000.0,1000.0
1759554000000,0.0,1000.0,1000.0
1759557600000,0.0,1000.0,1000.0
1759561200000,0.0,1000.0,1000.0
1759564800000,0.0,1000.0,1000.0
1759568400000,0.0,1000.0,1000.0
1759572000000,0.0,1000.0,1000.0
1759575600000,0.0,1000.0,1000.0
1759579200000,0.0,1000.0,1000.0
1759582800000,0.0,1000.0,1000.0
1759586400000,0.0,1000.0,1000.0
1759590000000,0.0,1000.0,1000.0
1759593600000,0.0,1000.0,1000.0
1759597200000,0.0,1000.0,1000.0
1759600800000,0.0,1000.0,1000.0
1759604400000,0.0,1000.0,1000.0
1759608000000,0.0,1000.0,1000.0
1759611600000,0.0,1000.0,1000.0
1759615200000,0.0,1000.0,1000.0
1759618800000,0.0,1000.0,1000.0
1759622400000,0.0,1000.0,1000.0
1759626000000,0.0,1000.0,1000.0
1759629600000,0.0,1000.0,1000.0
1759633200000,0.0,1000.0,1000.0
1759636800000,0.0,1000.0,1000.0
1759640400000,0.0,1000.0,1000.0
1759644000000,0.0,1000.0,1000.0
1759647600000,0.0,1000.0,1000.0
1759651200000,0.0,1000.0,1000.0
1759654800000,0.0,1000.0,1000.0
1759658400000,0.0,1000.0,1000.0
1759662000000,0.0,1000.0,1000.0
1759665600000,0.0,1000.0,1000.0
1759669200000,0.0,1000.0,1000.0
1759672800000,0.0,1000.0,1000.0
1759676400000,0.0,1000.0,1000.0
1759680000000,0.0,1000.0,1000.0
1759683600000,0.0,1000.0,1000.0
1759687200000,0.0,1000.0,1000.0
1759690800000,0.0,1000.0,1000.0
1759694400000,0.0,1000.0,1000.0
1759698000000,0.0,1000.0,1000.0
1759701600000,0.0,1000.0,1000.0
1759705200000,0.0,1000.0,1000.0
1759708800000,0.0,1000.0,1000.0
1759712400000,0.0,1000.0,1000.0
1759716000000,0.0,1000.0,1000.0
1759719600000,0.0,1000.0,1000.0
1759723200000,0.0,1000.0,1000.0
1759726800000,0.0,1000.0,1000.0
1759730400000,0.0,1000.0,1000.0
1759734000000,0.0,1000.0,1000.0
1759737600000,0.0,1000.0,1000.0
1759741200000,0.0,1000.0,1000.0
1759744800000,0.0,1000.0,1000.0
1759748400000,0.0,1000.0,1000.0
1759752000000,0.0,1000.0,1000.0
1759755600000,0.0,1000.0,1000.0
1759759200000,0.0,1000.0,1000.0
1759762800000,0.0,1000.0,1000.0
1759766400000,0.0,1000.0,1000.0
1759770000000,0.0,1000.0,1000.0
1759773600000,0.0,1000.0,1000.0
1759777200000,0.0,1000.0,1000.0
1759780800000,0.0,1000.0,1000.0
1759784400000,0.0,1000.0,1000.0
1759788000000,0.0,1000.0,1000.0
1759791600000,0.0,1000.0,1000.0
1759795200000,0.0,1000.0,1000.0
1759798800000,0.0,1000.0,1000.0
1759802400000,0.0,1000.0,1000.0
1759806000000,0.0,1000.0,1000.0
1759809600000,0.0,1000.0,1000.0
1759813200000,0.0,1000.0,1000.0
1759816800000,0.0,1000.0,1000.0
1759820400000,0.0,1000.0,1000.0
1759824000000,0.0,1000.0,1000.0
1759827600000,0.0,1000.0,1000.0
1759831200000,0.0,1000.0,1000.0
1759834800000,0.0,1000.0,1000.0
1759838400000,0.0,1000.0,1000.0
1759842000000,0.0,1000.0,1000.0
1759845600000,0.0,1000.0,1000.0
1759849200000,0.0,1000.0,1000.0
1759852800000,0.0,1000.0,1000.0
1759856400000,0.0,1000.0,1000.0
1759860000000,0.0,1000.0,1000.0
1759863600000,0.0,1000.0,1000.0
1759867200000,0.0,1000.0,1000.0
1759870800000,0.0,1000.0,1000.0
1759874400000,0.0,1000.0,1000.0
1759878000000,0.0,1000.0,1000.0
1759881600000,0.0,1000.0,1000.0
1759885200000,0.0,1000.0,1000.0
1759888800000,0.0,1000.0,1000.0
1759892400000,0.0,1000.0,1000.0
1759896000000,0.0,1000.0,1000.0
1759899600000,0.0,1000.0,1000.0
1759903200000,0.0,1000.0,1000.0
1759906800000,0.0,1000.0,1000.0
1759910400000,0.0,1000.0,1000.0
1759914000000,0.0,1000.0,1000.0
1759917600000,0.0,1000.0,1000.0
1759921200000,0.0,1000.0,1000.0
1759924800000,0.0,1000.0,1000.0
1759928400000,0.0,1000.0,1000.0
1759932000000,0.0,1000.0,1000.0
1759935600000,0.0,1000.0,1000.0
1759939200000,0.0,1000.0,1000.0
1759942800000,0.0,1000.0,1000.0
1759946400000,0.0,1000.0,1000.0
1759950000000,0.0,1000.0,1000.0
1759953600000,0.0,1000.0,1000.0
1759957200000,0.0,1000.0,1000.0
1759960800000,0.0,1000.0,1000.0
1759964400000,0.0,1000.0,1000.0
1759968000000,0.0,1000.0,1000.0
1759971600000,0.0,1000.0,1000.0
1759975200000,0.0,1000.0,1000.0
1759978800000,0.0,1000.0,1000.0
1759982400000,0.0,1000.0,1000.0
1759986000000,0.0,1000.0,1000.0
1759989600000,0.0,1000.0,1000.0
1759993200000,0.0,1000.0,1000.0
1759996800000,0.0,1000.0,1000.0
1760000400000,0.0,1000.0,1000.0
1760004000000,0.0,1000.0,1000.0
1760007600000,0.0,1000.0,1000.0
1760011200000,0.0,1000.0,1000.0
1760014800000,0.0,1000.0,1000.0
1760018400000,0.0,1000.0,1000.0
1760022000000,0.0,1000.0,1000.0
1760025600000,0.0,1000.0,1000.0
1760029200000,0.0,1000.0,1000.0
1760032800000,0.0,1000.0,1000.0
1760036400000,0.0,1000.0,1000.0
1760040000000,0.0,1000.0,1000.0
1760043600000,0.0,1000.0,1000.0
1760047200000,0.0,1000.0,1000.0
1760050800000,0.0,1000.0,1000.0
1760054400000,0.0,1000.0,1000.0
1760058000000,0.0,1000.0,1000.0
1760061600000,0.0,1000.0,1000.0
1760065200000,0.0,1000.0,1000.0
1760068800000,0.0,1000.0,1000.0
1760072400000,0.0,1000.0,1000.0
1760076000000,0.0,1000.0,1000.0
1760079600000,0.0,1000.0,1000.0
1760083200000,0.0,1000.0,1000.0
1760086800000,0.0,1000.0,1000.0
1760090400000,0.0,1000.0,1000.0
1760094000000,0.0,1000.0,1000.0
1760097600000,0.0,1000.0,1000.0
1760101200000,0.0,1000.0,1000.0
1760104800000,0.0,1000.0,1000.0
1760108400000,0.0,1000.0,1000.0
1760112000000,0.0,1000.0,1000.0
1760115600000,0.0,1000.0,1000.0
1760119200000,0.0,1000.0,1000.0
1760122800000,0.0,1000.0,1000.0
1760126400000,0.0,1000.0,1000.0
1760130000000,0.0,1000.0,1000.0
1760133600000,0.0,1000.0,1000.0
1760137200000,0.0,1000.0,1000.0
1760140800000,0.0,1000.0,1000.0
1760144400000,0.0,1000.0,1000.0
1760148000000,0.0,1000.0,1000.0
1760151600000,0.0,1000.0,1000.0
1760155200000,0.0,1000.0,1000.0
1760158800000,0.0,1000.0,1000.0
1760162400000,0.0,1000.0,1000.0
1760166000000,0.0,1000.0,1000.0
1760169600000,0.0,1000.0,1000.0
1760173200000,0.0,1000.0,1000.0
1760176800000,0.0,1000.0,1000.0
1760180400000,0.0,1000.0,1000.0
1760184000000,0.0,1000.0,1000.0
1760187600000,0.0,1000.0,1000.0
