trial,score,start_equity,end_equity,return_pct,max_drawdown,max_drawdown_pct,btc_trades,sol_trades,btc_ema_fast,btc_ema_slow,btc_adx_min,btc_atr_period,btc_stop_atr_mult,btc_tp_atr_mult,btc_trigger_delta,btc_pos_pct,sol_bb_period,sol_bb_std,sol_rsi_period,sol_rsi_long_max,sol_rsi_short_min,sol_adx_max,sol_atr_period,sol_stop_atr_mult,sol_trigger_delta
118,-0.7414417650608016,1000.0,921.635643097894,-7.836435690210597,106.12368144555455,10.56918568590208,242,2,18,170,20.0,19,2.2,2.3,0.0031,24,14,2.2,15,38,69,13.0,17,2.1,0.0038000000000000004
272,-0.7529338935259292,1000.0,865.0189968596464,-13.498100314035355,186.94542736731717,17.92733788463796,236,3,26,300,18.0,12,2.2,2.1,0.001,30,24,2.4000000000000004,16,40,67,13.0,18,1.2,0.007200000000000001
77,-0.7552946992907599,1000.0,918.9837279165954,-8.101627208340457,107.64299475883092,10.72644520866899,220,15,20,170,20.0,11,1.9,3.0,0.0027,30,20,2.3000000000000003,19,30,61,17.0,20,1.6,0.0048000000000000004
101,-0.7599253148224393,1000.0,920.5305266247204,-7.946947337527954,106.86610534834938,10.457537316525377,117,33,30,300,27.0,11,1.0,2.2,0.0013,28,14,2.6,11,32,65,20.0,16,1.9,0.0058
275,-0.7634194818543482,1000.0,929.0997230975148,-7.090027690248524,93.43234394485637,9.287197744845109,227,0,18,310,22.0,15,2.1,2.0,0.001,22,30,2.2,18,33,71,14.0,18,1.9,0.0078000000000000005
70,-0.7680007688536015,1000.0,968.238306866926,-3.1761693133073976,41.56667433796895,4.135632986472762,256,43,18,240,21.0,19,1.8,2.2,0.0035,12,22,2.2,15,42,70,18.0,14,2.5,0.002
161,-0.7689193671064105,1000.0,930.4249206981663,-6.957507930183371,91.65015915032586,9.048423316954278,355,6,12,280,21.0,20,1.3,1.9000000000000001,0.0011,22,24,2.3000000000000003,11,38,70,12.0,10,2.0,0.0078000000000000005
261,-0.7693945480984966,1000.0,956.2784566056688,-4.372154339433121,57.53884445851861,5.682590746501371,139,8,32,140,23.0,20,1.6,3.6,0.0011,20,22,2.1,12,30,69,16.0,20,1.9,0.006
108,-0.774258799188437,1000.0,902.7390173865591,-9.726098261344085,126.56670046296006,12.561818182161819,315,28,18,190,19.0,12,1.4,2.4000000000000004,0.0013,28,18,2.6,11,30,70,20.0,17,1.9,0.0068000000000000005
139,-0.774358115636459,1000.0,942.974339720977,-5.7025660279023,74.72483299392184,7.364249063516636,66,1,32,260,30.0,18,1.2,2.0,0.001,18,26,2.3000000000000003,18,34,70,16.0,19,1.3,0.0028
285,-0.7758324642543488,1000.0,927.9169842056951,-7.208301579430487,93.7606822325182,9.291054333951303,265,2,18,320,20.0,19,2.2,1.8,0.0015,18,32,2.0,20,32,64,16.0,15,1.9,0.0036
62,-0.782984634402572,1000.0,872.9816898227491,-12.701831017725084,168.70280589893525,16.222324755346897,278,11,26,160,19.0,10,1.2,2.7,0.0027,28,22,2.3000000000000003,11,35,69,14.0,16,1.6,0.0052
60,-0.7844948766340427,1000.0,946.9678470366745,-5.303215296332553,68.46811247869925,6.760038152303241,238,15,26,140,20.0,13,1.2,3.5,0.001,14,14,2.2,17,39,67,17.0,14,1.2,0.0034000000000000002
27,-0.7847790792764061,1000.0,960.5035149174702,-3.9496485082529786,50.56324008323372,5.032815747196897,116,0,32,300,26.0,12,1.6,2.2,0.0009000000000000001,18,24,1.6,15,31,68,13.0,20,1.3,0.004200000000000001
153,-0.7877822399702303,1000.0,829.3128691992137,-17.068713080078634,226.29789561077394,21.66679091511843,107,3,40,300,22.0,17,1.0,2.9000000000000004,0.0018,30,16,2.2,19,32,70,21.0,20,1.2,0.0058
53,-0.7889450077743146,1000.0,950.1712974271222,-4.982870257287775,64.03705615617207,6.31586512137887,96,24,24,270,28.0,17,1.7000000000000002,1.8,0.001,18,20,2.2,13,32,68,19.0,15,1.9,0.0054
159,-0.7922544528118055,1000.0,922.0847917220013,-7.79152082779987,100.32994714780352,9.834619168307396,198,7,26,210,19.0,19,2.0,3.5,0.002,22,40,2.1,12,32,58,14.0,11,1.7,0.0078000000000000005
206,-0.7981381528959209,1000.0,963.7749476598658,-3.622505234013418,45.682618544174375,4.538694486499257,106,10,32,290,27.0,20,1.1,2.1,0.0032,16,34,2.6,15,30,68,19.0,10,2.1,0.006
19,-0.8042668532847871,1000.0,887.4702602912255,-11.252973970877456,141.16191462007941,13.991592373747661,313,4,10,240,22.0,17,1.4,3.1,0.003,26,34,2.3000000000000003,12,31,62,13.0,10,2.1,0.0066
100,-0.8053827794607571,1000.0,835.8106682733967,-16.41893317266033,211.5954145443991,20.386496447879857,160,3,34,140,20.0,20,1.0,2.0,0.0031,26,20,2.2,16,35,63,12.0,15,1.6,0.0066
90,-0.805566946332945,1000.0,937.3386026863335,-6.266139731366649,78.20923754411774,7.778546227462542,363,1,18,310,18.0,14,1.2,2.2,0.0025,18,38,1.8,11,38,71,10.0,12,1.2,0.004200000000000001
191,-0.8055754024890743,1000.0,949.8462480865466,-5.015375191345339,62.77407797785543,6.225829606823628,63,0,32,200,30.0,16,1.1,2.9000000000000004,0.002,24,32,1.9000000000000001,13,32,68,11.0,20,2.5,0.006
117,-0.8114986644745641,1000.0,916.0188710486794,-8.398112895132058,104.3679236836449,10.3488930577227,198,21,18,140,22.0,11,1.8,3.5,0.0034000000000000002,26,14,2.6,15,42,70,19.0,12,2.1,0.0044
1,-0.8134001119149321,1000.0,920.1987149197981,-7.98012850802019,99.62476506995529,9.810827895306186,113,13,24,280,27.0,10,1.8,2.4000000000000004,0.003,30,36,2.4000000000000004,16,31,65,19.0,14,2.4000000000000004,0.0074
16,-0.8149566565536135,1000.0,855.3223890107088,-14.467761098929122,183.3142608387186,17.752798240966737,123,65,40,250,21.0,11,1.1,3.1,0.0019000000000000002,22,26,2.3000000000000003,10,38,68,20.0,11,1.2,0.0044
170,-0.8241453375427854,1000.0,934.6648628777743,-6.533513712222561,80.19361749175118,7.927623217165109,101,3,22,190,28.0,19,2.2,2.0,0.0024000000000000002,24,30,2.1,11,42,67,11.0,10,2.5,0.0054
64,-0.8270971193937796,1000.0,918.7945974429119,-8.120540255708807,99.38295737322858,9.818121796459348,176,4,10,200,27.0,10,2.2,2.3,0.0023,26,34,2.3000000000000003,14,30,67,16.0,20,2.5,0.005
31,-0.8278181679642455,1000.0,965.8659595561405,-3.413404044385948,41.319018673884784,4.123374161719748,128,1,26,170,27.0,14,1.0,2.1,0.0027,22,24,2.1,16,37,66,11.0,16,2.6,0.005600000000000001
152,-0.828874019593113,1000.0,937.9787927217945,-6.202120727820548,75.4610492290127,7.482585509032017,102,3,18,310,32.0,18,1.2,2.8,0.0027,20,18,2.2,19,39,71,14.0,19,1.7,0.0052
79,-0.8321985123439554,1000.0,910.7739935759396,-8.922600642406042,107.2172145234291,10.72172145234291,175,2,28,180,24.0,17,1.1,2.5,0.002,28,24,2.5,14,39,62,10.0,20,1.8,0.0036
46,-0.8481540256702225,1000.0,923.2143215582507,-7.678567844174921,91.27075321546818,9.053270528436407,367,25,12,120,21.0,13,1.0,2.2,0.0015,14,28,2.6,11,37,61,17.0,14,2.4000000000000004,0.004200000000000001
257,-0.8490126883240138,1000.0,937.9182789775718,-6.2081721022428145,73.68279689299914,7.312225350245358,67,3,26,130,30.0,17,1.8,2.9000000000000004,0.0032,28,20,1.8,11,31,68,13.0,14,2.0,0.007200000000000001
158,-0.8532892783729883,1000.0,964.8123461236562,-3.5187653876343816,41.2731555257667,4.123766085920823,131,2,24,200,26.0,14,1.3,2.7,0.0032,18,36,1.9000000000000001,17,33,65,15.0,18,2.6,0.0078000000000000005
226,-0.8533794449980987,1000.0,940.8692201195606,-5.913077988043936,70.04648946174655,6.92901384337551,242,21,12,130,19.0,20,2.2,3.2,0.0008,12,40,1.8,17,35,58,16.0,13,2.3,0.0078000000000000005
271,-0.8595477364425532,1000.0,956.0607827216788,-4.393921727832117,51.305482581220986,5.1118995973596855,91,13,26,140,28.0,18,1.6,2.3,0.0019000000000000002,22,24,1.8,17,28,62,17.0,17,1.6,0.0034000000000000002
179,-0.8631945562271265,1000.0,934.1377570340026,-6.586224296599741,76.98253377688775,7.630057730422888,277,14,18,280,21.0,16,1.4,2.6,0.0009000000000000001,26,32,1.8,20,38,64,18.0,17,1.2,0.004200000000000001
86,-0.8645822493193577,1000.0,941.9919538637307,-5.800804613626931,67.38238092798929,6.709372784594657,297,12,16,160,18.0,10,1.4,3.3,0.0011,12,20,2.4000000000000004,12,34,65,15.0,20,2.3,0.0064
40,-0.8653690362354288,1000.0,944.9825135172414,-5.5017486482758615,63.57690670571992,6.3576906705719916,139,3,24,200,25.0,11,2.1,2.7,0.0015,18,24,2.1,18,29,60,12.0,13,1.8,0.0064
32,-0.8687407206953494,1000.0,899.3850951621785,-10.061490483782155,116.64997234273187,11.581695486460944,314,2,22,200,18.0,16,1.0,3.4000000000000004,0.0033,26,34,2.6,13,33,64,11.0,20,2.6,0.004
115,-0.872056813543001,1000.0,912.5210369343833,-8.747896306561664,101.14219491363554,10.0313376040497,205,42,18,230,22.0,20,2.1,3.0,0.0012000000000000001,28,36,1.7000000000000002,14,36,64,20.0,15,2.5,0.0028
94,-0.8722861463996688,1000.0,953.0323294661239,-4.696767053387607,54.07542035241477,5.38443384980187,108,94,30,240,27.0,18,1.4,3.2,0.0024000000000000002,28,26,1.7000000000000002,11,41,68,20.0,18,2.3,0.0074
6,-0.8746161450874143,1000.0,943.4677972875215,-5.65322027124785,64.90896488612532,6.463658718171541,71,17,24,220,31.0,10,1.3,1.9000000000000001,0.0033,20,26,2.0,11,31,72,19.0,15,1.5,0.006
232,-0.8772435808642205,1000.0,900.5953331976043,-9.940466680239568,114.61460061069226,11.331478391037837,283,0,18,190,22.0,20,1.1,2.5,0.0025,28,32,2.5,14,40,69,10.0,20,2.6,0.0038000000000000004
126,-0.8781175119624058,1000.0,954.6212354212985,-4.53787645787015,51.84011662431658,5.167732559767497,98,9,32,190,27.0,16,1.2,2.0,0.0024000000000000002,20,16,2.4000000000000004,18,36,70,18.0,18,1.2,0.0044
105,-0.8806882490279495,1000.0,892.1790821786572,-10.782091782134284,123.37592079851606,12.242801915473388,407,2,12,250,18.0,17,1.1,2.8,0.0026000000000000003,22,32,2.2,20,34,62,11.0,16,1.2,0.008
81,-0.8817199926917013,1000.0,930.2782007540413,-6.972179924595867,79.65598694128187,7.907476276353112,91,1,26,160,28.0,11,2.0,1.9000000000000001,0.0017000000000000001,24,14,2.5,15,39,60,11.0,14,1.7,0.0066
71,-0.8900575572172266,1000.0,951.824905022929,-4.817509497707107,54.37315022681332,5.4125819826406465,65,17,28,210,31.0,19,1.9,3.3,0.0035,14,28,2.4000000000000004,17,33,63,18.0,18,1.8,0.0048000000000000004
41,-0.8937592557148444,1000.0,904.7443167056349,-9.525568329436506,107.43029922811684,10.657868177060488,281,39,18,180,19.0,16,1.6,2.8,0.0025,24,26,1.6,13,41,64,16.0,19,2.3,0.002
251,-0.9031187075878696,1000.0,958.5843158646627,-4.141568413533725,46.03555197479045,4.585851648002506,135,3,10,240,31.0,17,1.8,3.5,0.0015,12,28,1.7000000000000002,12,29,58,10.0,13,1.4,0.0032
137,-0.9061048443282123,1000.0,899.3145414050555,-10.06854585949445,111.91941110856828,11.11189938175343,148,0,18,140,25.0,12,2.1,3.2,0.001,30,40,2.1,20,33,69,11.0,18,2.0,0.0038000000000000004
268,-0.9125785187411815,1000.0,934.7045500738616,-6.529544992613845,71.63438353417428,7.155050068043191,89,67,20,310,32.0,16,1.2,1.9000000000000001,0.0011,20,20,1.9000000000000001,16,39,66,21.0,18,1.6,0.006200000000000001
287,-0.9130136963607071,1000.0,946.393760886777,-5.360623911322293,58.88664609935938,5.871351035247181,91,17,28,210,28.0,11,1.7000000000000002,2.0,0.0018,18,34,2.1,14,32,68,21.0,20,1.6,0.0032
177,-0.9145495731825732,1000.0,839.5035500219326,-16.049644997806745,176.33869888522963,17.549234583265967,405,38,10,190,21.0,11,1.1,1.9000000000000001,0.0022,28,34,1.6,13,39,58,16.0,17,1.5,0.0054
142,-0.9154961723149218,1000.0,930.258589153635,-6.974141084636509,76.17881205337767,7.617881205337768,90,3,26,160,28.0,14,1.9,3.5,0.001,26,34,1.8,19,37,60,12.0,20,2.1,0.0066
49,-0.9168847155727881,1000.0,904.939344680651,-9.506065531934905,103.89569310929642,10.367787106142739,151,2,32,290,24.0,20,1.5,2.0,0.0024000000000000002,30,24,1.6,16,41,65,11.0,16,1.7,0.006
78,-0.9251849383480444,1000.0,970.7592863768881,-2.924071362311187,31.605263349101165,3.1605263349101165,57,0,26,120,32.0,17,1.4,3.5,0.0013,12,28,2.1,19,32,68,16.0,14,1.9,0.0074
155,-0.9266850681844339,1000.0,976.9336383581292,-2.3066361641870814,24.891262882936644,2.4891262882936647,43,0,34,160,31.0,20,1.3,1.9000000000000001,0.0026000000000000003,12,20,1.6,17,33,64,12.0,16,2.3,0.0032
150,-0.9327172425630229,1000.0,911.4767714467243,-8.852322855327566,94.90896545454848,9.490896545454849,135,14,28,140,24.0,18,1.7000000000000002,3.5,0.0016,28,34,2.5,11,30,59,16.0,15,2.4000000000000004,0.004
3,-0.950186099697827,1000.0,966.3542481838118,-3.364575181618823,35.40964430745521,3.5409644307455213,79,1,26,130,29.0,17,1.8,2.1,0.002,12,30,2.0,20,37,72,15.0,19,1.5,0.0064
229,-0.9627576518103477,1000.0,958.5337746515024,-4.146622534849753,43.123279661318975,4.307026308284891,153,4,10,220,31.0,11,1.6,2.2,0.0023,12,20,2.2,11,39,70,11.0,11,1.7,0.004200000000000001
