side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct,reason,fees
short,1756609200000,1756612800000,109145.44586720846,108741.535,0.0036648345409359454,1.2411546575035004,0.003102886643758751,tp,0.23911184010143702
long,1756688400000,1756692000000,108215.6388337043,107786.01167447008,0.003700615421015051,-1.8292096369324082,-0.004567720262673844,sl,0.23932474618335134
short,1756810800000,1756814400000,110176.90681774577,109519.75,0.003627808697810539,2.145649198264366,0.005368139157547169,tp,0.23839002097922146
short,1756944000000,1756947600000,111917.17017010828,111599.795,0.003578780841782693,0.8961814534653108,0.0022375055831706783,tp,0.23963472497572558
long,1756990800000,1756994400000,110628.45993415036,110007.15421690942,0.003623420728529949,-2.490413336330696,-0.0062127775274120325,sl,0.23916132172568422
long,1757016000000,1757019600000,109652.84045187656,110454.74000000002,0.0036462823911551433,2.6823026977088658,0.006708688084065682,tp,0.24164950408897182
short,1757052000000,1757055600000,111350.14023330351,112001.9991848207,0.003600050754325937,-2.588653039114376,-0.006457649263139605,sl,0.241927728990796
long,1757203200000,1757206800000,110197.49497649957,110463.4,0.0036280191842683,0.7242505258371539,0.0018115383071366288,tp,0.24045800061570172
short,1757250000000,1757253600000,110921.73283006466,111272.56507782805,0.0036066542772660816,-1.5061236306669015,-0.003764778787308144,sl,0.24079300366819018
short,1757502000000,1757505600000,112458.25995561348,113016.72471565312,0.003551734557793517,-2.2243618316113936,-0.00556895327311858,sl,0.24084324406873311
long,1757858400000,1757862000000,115502.97233380348,115165.84065908306,0.003450129305402756,-1.4015500958359977,-0.0035170625561207866,sl,0.238402225103548
long,1757876400000,1757880000000,115346.75671381381,115659.125,0.0034496651747540205,0.83817484516108,0.002106455509529647,tp,0.23939115339301326
long,1757905200000,1757908800000,115082.74564504263,115542.455,0.003460215732144495,1.3508124499245537,0.0033922016699311597,tp,0.23988109231295843
short,1757916000000,1757919600000,116221.03956049458,115576.59,0.0034307006423017973,1.9730083121910498,0.004948360543576408,tp,0.23790520892883085
long,1757955600000,1757959200000,114788.56085382088,115205.59000000001,0.003480110717087583,1.2107506758994526,0.0030308402648429435,tp,0.24055692505643886
short,1758016800000,1758020400000,115667.10519365345,115287.31000000001,0.003457588415264322,1.0740058212594026,0.002685489596487981,tp,0.239169640489792
short,1758085200000,1758088800000,116643.13760576975,117195.56826014283,0.003432065178894861,-2.1373117099958026,-0.0053389167002170865,sl,0.24133369736785917
long,1758128400000,1758132000000,115645.72178688018,115140.71253997197,0.0034539963427081734,-1.9829174518607113,-0.004964244812187498,sl,0.23861736000592573
long,1758142800000,1758146400000,115333.61258436045,116177.92,0.0034561891281903005,2.6771663923599873,0.006716174463649662,tp,0.24091971842385748
short,1758218400000,1758222000000,117315.86233705746,117176.34,0.0034066472115718885,0.23579630933489568,0.0005900014855502086,tp,0.2395070711539197
long,1758286800000,1758290400000,116362.30451352766,115933.03760681338,0.003435099564228115,-1.7135194803694755,-0.004286841270150182,sl,0.23894491617768376
long,1758430800000,1758434400000,115490.96643147856,115707.56500000002,0.0034548045511720287,0.5084575070050478,0.0012743336909278853,tp,0.23984821330022
short,1759212000000,1759215600000,109652.26839320127,113831.49000000002,0.0036403276047225304,-15.462366130682543,-0.03873627571084616,tp,0.248630349200218
short,1759755600000,1759759200000,124462.33043020642,125159.17628025105,0.0031572066674898872,-2.43717839548329,-0.0062022087578189255,sl,0.23709203150973043
short,1759968000000,1759971600000,123353.35683729654,122680.27999999998,0.003177432717784926,1.9047713631098628,0.004859767781490171,tp,0.23388500129940937
long,1760004000000,1760007600000,121679.856326599,122505.725,0.0032271368203734578,2.4279855632129594,0.006183153572943085,tp,0.23720564151242712
long,1760043600000,1760047200000,120538.54062021032,121603.09,0.0032654893832772722,3.2380185380563717,0.008226311026229742,tp,0.23825615962122634
long,1760533200000,1760536800000,111844.99065212648,110869.35113831917,0.0035306100022708003,-3.679464490103254,-0.009317906134319036,sl,0.23486186404453388
long,1760544000000,1760547600000,111376.32542414822,110307.57502703885,0.0035319684405347948,-4.0085543976477735,-0.010190091456182295,sl,0.23376172424845515
short,1760878800000,1760882400000,107592.21949957633,108299.5654016669,0.003640995383035057,-2.8120340942878435,-0.0071782666527723535,sl,0.2365909305673034
short,1760889600000,1760893200000,108240.17947174318,108934.4498463165,0.003608517865500639,-2.7411421951989814,-0.007018013534238574,sl,0.2358551450633498
short,1760914800000,1760918400000,109012.91630848823,107998.93000000001,0.0035725942463449636,3.3910598380199493,0.008707105383752729,tp,0.23150181355764748
short,1761231600000,1761235200000,109376.68818724375,110332.26632483106,0.003572828829245604,-3.6506360997215612,-0.009341821500693143,sl,0.23651898115281617
short,1761674400000,1761678000000,115129.09224036105,114423.795,0.0033813579179046423,2.1527177250391527,0.005529818319351415,tp,0.23214468313196854
short,1762063200000,1762066800000,110460.55767227731,110907.16774604641,0.0035317820181767438,-1.8123493921137401,-0.004645589206051215,sl,0.23501996443943907
short,1762077600000,1762081200000,110688.62258334445,111164.34080931774,0.0035176737468730875,-1.9080454443673307,-0.0049003846809139336,sl,0.23462392995203377
short,1762084800000,1762088400000,110967.80650166754,110352.47,0.003501665090932919,1.9228519119276701,0.004948507472383768,tp,0.2318504351383333
long,1762444800000,1762448400000,102262.43086222763,101240.26490117365,0.0038069713966218466,-4.1226078519320914,-0.010589520617338217,sl,0.23125127559911202
long,1762869600000,1762873200000,104427.00685244951,103605.83518771312,0.0037119704276931983,-3.278914013373035,-0.008458876611269085,sl,0.23074907781194787
short,1764050400000,1764054000000,88174.43908555432,87685.7,0.004380945195599673,1.910651401078299,0.004946191550264945,tp,0.23048774768267655
short,1764338400000,1764342000000,92005.31341547669,92677.12779284247,0.004206504260340479,-3.059898080285164,-0.007906289615650847,sl,0.2339080397380265
short,1764414000000,1764417600000,92216.7646067162,90766.135,0.004183250449197885,5.840528468908888,0.015140087940306246,tp,0.2278184850064235
short,1764504000000,1764507600000,91205.46103425694,91615.89779623285,0.0042549115775059486,-1.980262656895446,-0.005102833705087532,sl,0.23389052653007572
short,1764522000000,1764525600000,91447.85585257458,91101.23500000002,0.004234632050358784,1.2363436458999608,0.003192640317835739,tp,0.2314681257349605
long,1764871200000,1764874800000,92364.59279946871,91550.59538377635,0.004197621265849247,-3.6474296981070236,-0.009407585164253766,sl,0.23057683565045967
short,1765396800000,1765400400000,92900.73424022086,92374.99,0.004157357778705101,1.9552853767509886,0.005062599882200202,tp,0.23042152994058354
