side,mode,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
short,mr,1726419600000,1726423200000,60315.131238999034,60090.47900000001,0.005441015781770668,1.0261644310599305,tp
short,mr,1727046000000,1727049600000,63477.6851182332,62941.3125,0.005315856815304568,2.650527835167323,tp
short,mr,1732046400000,1732050000000,93185.85776450398,91967.8125,0.0024197416679146797,2.8138318711185013,tp
short,mr,1732154400000,1732158000000,94113.2357654378,95468.53149730703,0.0024887940135596225,-3.5156128098833554,sl
short,mr,1733360400000,1733364000000,97770.67281703267,99315.20712575268,0.0036522066287091506,-5.858590235253727,sl
short,mr,1733702400000,1733706000000,100706.70581966074,99792.22549999999,0.00253607566479831,2.1673429038526475,tp
short,mr,1736121600000,1736125200000,98633.39022248783,98029.76699999999,0.003949200025592837,2.1515453506902253,tp
short,mr,1738202400000,1738206000000,103179.65433888386,104732.64378664453,0.002964000739929348,-4.789318452472124,sl
short,mr,1748934000000,1748937600000,105779.19154703767,105009.73299999998,0.004237805758168469,2.9938093506055927,tp
short,mr,1748970000000,1748973600000,106480.34191201966,105641.76500000001,0.004222174053137898,3.2729949280234503,tp
short,mr,1752411600000,1752415200000,118275.43927367691,118935.53656707301,0.0037589614415077903,-2.7495247311080027,sl
short,mr,1756389600000,1756393200000,112736.13970948331,112427.63150000002,0.003494403215036688,0.8423315929000865,tp
short,mr,1756944000000,1756947600000,112054.88378112596,111656.501,0.003691187123201313,1.2232183685695013,tp
short,mr,1760914800000,1760918400000,108403.95804302463,108054.997,0.0033445180542718764,0.9502713756409267,tp
short,mr,1766689200000,1766692800000,88120.11485266095,87794.5015,0.004638217749149899,1.2659396225911757,tp
short,mr,1768154400000,1768158000000,91017.45252011258,90797.96949999999,0.004960788368118436,0.8185511066074069,tp
short,mr,1771585200000,1771588800000,67763.65985125484,67294.369,0.004876521894883702,2.091609632914264,tp
short,mr,1771707600000,1771711200000,68489.79795212841,68173.2875,0.0050545961933568745,1.3930794627942418,tp
