side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct,reason,fees
short,1725224400000,1725228000000,58294.28275874439,57527.694423746,0.0068617363671053715,5.023283133091339,0.012558207832728348,tp,0.23684392376588567
long,1725364800000,1725368400000,58825.47344663077,58281.99089108694,0.006833388491431849,-3.952785531834907,-0.009833354772797195,sl,0.23895809148773361
short,1725512400000,1725516000000,57662.303711362605,56805.76860974187,0.006943254346193402,5.710490927122309,0.014263246306838456,tp,0.23665013987306818
short,1725602400000,1725606000000,56501.470198808,55584.08704133644,0.0071257651648065756,6.299409455597059,0.015646189420136666,tp,0.23764749069403904
short,1725627600000,1725631200000,56321.4789778892,55345.2928082034,0.007192704629572136,6.782569375739413,0.016742795308537225,tp,0.23884940628395399
short,1725829200000,1725832800000,54306.976592971245,54995.63782295558,0.007508876531540888,-5.418845420522986,-0.013288506522594884,sl,0.2477732725115481
short,1725865200000,1725868800000,54606.49384238603,55167.89000555662,0.0074273990615437,-4.415565696160242,-0.010886926725049505,sl,0.24585236067277036
short,1725894000000,1725897600000,54958.73064466268,55521.748403326426,0.007347068306829424,-4.381283177680831,-0.01085052003040853,sl,0.244753246820302
long,1725987600000,1725991200000,56723.62409326692,57540.610740550816,0.007087007193459154,5.545315812920475,0.013794292825032068,tp,0.24467443334059
long,1726056000000,1726059600000,56775.105389095246,56120.47919566034,0.007119083187686986,-4.900054143858051,-0.012123244443761203,sl,0.23971581595605765
long,1726070400000,1726074000000,56596.05323714029,57625.92425132516,0.007106402631576567,7.072970273539809,0.017585951717582475,tp,0.24570781184798937
long,1726146000000,1726149600000,57707.20202068981,58523.82488582268,0.007018038304441485,5.484657080922564,0.013542652265850327,tp,0.2464334668626776
long,1726236000000,1726239600000,57676.990316256284,58606.275337722895,0.007059189730859087,6.3117715903614915,0.015502217632392104,tp,0.24822769021677216
long,1726437600000,1726441200000,59753.608533837854,59288.45298412497,0.0068555684620473165,-3.432779345622873,-0.008379889245011941,sl,0.24387362906492532
long,1726473600000,1726477200000,59128.08838923406,58636.572228530255,0.006904317084227771,-3.636490717960105,-0.008907747880731775,sl,0.24290729243879824
long,1726527600000,1726531200000,58278.37168047513,57682.395225492146,0.006979464313807202,-4.401151730829817,-0.010820238691218344,sl,0.24155533140674718
long,1726664400000,1726668000000,59982.607309572806,59372.41362538617,0.006751270622217101,-4.360086233039155,-0.010766739915602126,sl,0.24050353912751515
long,1726678800000,1726682400000,59839.88108588272,60718.06574290801,0.006737686908101827,5.67147367655043,0.014066769557436987,tp,0.24545958998475437
long,1726851600000,1726855200000,63205.88990156068,62553.43050708377,0.006414255362689889,-4.425781376211729,-0.01091656891241904,sl,0.24074020625082682
long,1727038800000,1727042400000,63023.38930513523,63927.67257828897,0.006404225108436689,5.545589319560627,0.0137397667620553,tp,0.24564432350987866
long,1727341200000,1727344800000,63423.35898748469,64154.40733001174,0.006398303797451847,4.431181753285973,0.010919568266097435,tp,0.246287632825732
long,1727650800000,1727654400000,65796.50357585598,65328.94220717728,0.006193975440271636,-3.138851152557791,-0.007701909774259876,sl,0.24278751814210864
short,1727784000000,1727787600000,63779.26122627096,63042.06968923284,0.00636968468399348,4.454742779193256,0.010965418566756709,tp,0.2409348634480536
short,1727892000000,1727895600000,61588.85775693611,60482.16403075772,0.006624626516189195,7.091029555184787,0.017379838931001874,tp,0.24040304855679714
short,1727956800000,1727960400000,61148.41405010925,60093.81487954227,0.006718194709504942,6.842769398832761,0.016656897770146423,tp,0.2422331695186261
short,1728025200000,1728028800000,60759.76459734465,61578.84398145956,0.006805674737382458,-5.82583922208675,-0.014088709793013247,sl,0.2514513497051011
short,1728050400000,1728054000000,61191.656892247905,61811.38096702848,0.006719016925935007,-4.41312357681984,-0.01073366757362641,sl,0.24918702895972877
short,1728252000000,1728255600000,62322.75795340867,62656.39353604227,0.006568220832557581,-2.4383168019263146,-0.005956562754054462,sl,0.24692461758981535
long,1728306000000,1728309600000,63065.70646668147,63693.34167268024,0.006474859084564671,3.816406268180369,0.009346112713516656,tp,0.24744324717338106
long,1728334800000,1728338400000,63273.10943293214,62581.580932593155,0.006477245409552272,-4.72241355908617,-0.011522706176963634,sl,0.24321375469089776
long,1728396000000,1728399600000,62666.42058278815,62098.458447231395,0.006509286816907344,-3.939558447634645,-0.009657823200952468,sl,0.2425300061524991
short,1728493200000,1728496800000,62203.87400203911,61524.78725096006,0.0065318319060563975,4.194558766650864,0.010323663743313298,tp,0.24112174102749165
short,1728568800000,1728572400000,61108.26115750761,60469.69404747059,0.006675866081708344,4.020775963112963,0.009856037174026817,tp,0.2422125476776739
short,1728633600000,1728637200000,60416.54877992777,61059.07776908746,0.006778378616182143,-4.60363368864145,-0.011241364320478744,sl,0.24832892824427094
long,1728813600000,1728817200000,62896.83079953868,62514.63157624278,0.006481280877852052,-2.720245449210277,-0.006672959462446015,sl,0.243104931732641
long,1728824400000,1728828000000,62800.60902165991,62475.88155672636,0.006473365827654797,-2.344737216834981,-0.005767666898622924,sl,0.2426575420331526
long,1728838800000,1728842400000,62680.606163434335,62323.32207434578,0.006470277232916537,-2.5536766104514284,-0.006296653885319398,sl,0.24194950313841845
long,1728871200000,1728874800000,62629.38391912279,63186.67837671636,0.006458741219791355,3.354556842316811,0.008292951615782298,tp,0.2448638425040382
long,1728993600000,1728997200000,65398.73576776944,66237.63748497331,0.006205264381682786,4.958993713930326,0.012219794852773589,tp,0.24661323156739287
long,1729004400000,1729008000000,65684.27982505951,67022.71414278432,0.006207993433478635,8.059345514002674,0.019764556948736578,tp,0.2496459415753924
long,1729155600000,1729159200000,67531.24414390967,66831.66034375723,0.006085460142868983,-4.501310175606703,-0.010953193677024856,sl,0.2440208431822153
long,1729256400000,1729260000000,67651.92817953181,68407.76203286482,0.006047503816662607,4.322690391604324,0.01056568844891477,tp,0.24821772118985844
long,1729458000000,1729461600000,68192.62909602698,68975.03070680962,0.00602442881949789,4.464201714730945,0.010866520358308328,tp,0.24932109768951344
long,1729494000000,1729497600000,68768.6581534392,68307.22537795526,0.0059994547812402535,-3.014228737030343,-0.007305902488161223,sl,0.24588366593221753
long,1729580400000,1729584000000,67677.10463281558,67109.47744187962,0.0060779160062865364,-3.694721849663674,-0.008982253018938015,sl,0.24473146027051518
long,1729594800000,1729598400000,67481.3863115065,66919.08398518007,0.006073155640499516,-3.6587955522123705,-0.00892770302519429,sl,0.24384600741699428
long,1729666800000,1729670400000,67375.09440779864,66770.02547159631,0.006060528171094499,-3.9098343055215596,-0.009575214063234173,sl,0.242796972213184
short,1729724400000,1729728000000,66564.15758745125,67217.54675003939,0.006110376400984739,-4.23888842657385,-0.010421820327655457,sl,0.24643470683611743
short,1729767600000,1729771200000,66953.00001190344,67532.39646806853,0.006049078662144237,-3.749920006997332,-0.009258971128040883,sl,0.24510526708707492
long,1729861200000,1729864800000,67776.95728347464,68502.18294201793,0.005952931668666459,4.0725455011468545,0.010093760124355476,tp,0.24467328852499307
