month,return_pct,equity_end
2024-09,,1015.6344584734934
2024-10,-1.153739382656671,1003.9166837422529
2024-11,3.6349042840566392,1040.4080942879593
2024-12,-0.10904671757391293,1039.273563411765
2025-01,4.135089390736191,1082.2484542731308
2025-02,2.8716598747972277,1113.3269488801056
2025-03,-6.266348318652481,1043.5620043378522
2025-04,-3.0073180459087356,1012.178775861153
2025-05,2.5384429997945768,1037.8723571424068
2025-06,-2.4032657424547077,1012.9295263327962
2025-07,-2.7247838279853887,985.3293864103912
2025-08,0.983532654438668,995.0204226795175
2025-09,-1.20499324286647,983.0304938210879
2025-10,0.01656300761474494,983.1933132366347
2025-11,3.627754472984712,1018.8611526356634
2025-12,-2.4863903539246723,993.5282872166446
2026-01,-0.3837377535026554,989.715744086866
2026-02,2.7061917722309925,1016.4993501218195
,,
