strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
BTC_TREND,BTC/USDT:USDT,long,1759302000000,1759305600000,114195.4329554044,115132.10967552102,0.0035027670516053653,3.0389917770183463,tp
BTC_TREND,BTC/USDT:USDT,long,1759500000000,1759503600000,119729.717968148,121025.81406716366,0.003350743687691098,4.099569932897844,tp
BTC_TREND,BTC/USDT:USDT,long,1759626000000,1759629600000,121940.4093183409,123141.64461352745,0.003303181711853138,3.723842921619754,tp
BTC_TREND,BTC/USDT:USDT,long,1759676400000,1759680000000,123284.01888029296,122336.84051352994,0.003279002806121997,-3.346486228515579,sl
BTC_TREND,BTC/USDT:USDT,long,1759748400000,1759752000000,123017.3624850102,124554.65515272635,0.0032749662432784966,4.789834218168898,tp
BTC_TREND,BTC/USDT:USDT,long,1759816800000,1759820400000,124627.41798664085,123694.58553683531,0.003247771794401292,-3.2706659909967217,sl
BTC_TREND,BTC/USDT:USDT,long,1759838400000,1759842000000,124317.66629761699,123490.25412565097,0.0032450799443970186,-2.925460093191887,sl
BTC_TREND,BTC/USDT:USDT,long,1759939200000,1759942800000,122102.38229615703,123991.34598245082,0.0032941069647808956,5.9773839814145635,tp
BTC_TREND,BTC/USDT:USDT,long,1760014800000,1760018400000,122234.09656985805,121355.8550033602,0.0033098545775631528,-3.147854008397359,sl
BTC_TREND,BTC/USDT:USDT,long,1760101200000,1760104800000,121567.52148432739,120438.0512200726,0.0033173792750882795,-3.9866044634970255,sl
BTC_TREND,BTC/USDT:USDT,short,1760274000000,1760277600000,111361.89926689648,112919.71089699712,0.0036067871894122027,-5.863061450981572,sl
BTC_TREND,BTC/USDT:USDT,short,1760378400000,1760382000000,114431.80165644598,115528.903275741,0.003489251314849301,-4.06992889424323,sl
BTC_TREND,BTC/USDT:USDT,short,1760410800000,1760414400000,114914.62392484325,112949.33509551185,0.0034601462089588657,6.565693964139164,tp
BTC_TREND,BTC/USDT:USDT,short,1760601600000,1760605200000,112490.74045375269,109943.68031682073,0.0035577672134325293,8.827154633124332,tp
BTC_TREND,BTC/USDT:USDT,short,1760623200000,1760626800000,111187.47278224125,108909.23506663492,0.0036309370352860847,8.034872151727718,tp
BTC_TREND,BTC/USDT:USDT,short,1760878800000,1760882400000,106782.83734898196,108188.05707455243,0.003810503397084071,-5.601945113339714,sl
BTC_TREND,BTC/USDT:USDT,short,1760925600000,1760929200000,108204.13679414267,108984.27422100012,0.0037394414548481605,-3.161802422238428,sl
BTC_TREND,BTC/USDT:USDT,short,1760986800000,1760990400000,110200.18626636731,111083.8797754246,0.0036599388582476407,-3.478200337448999,sl
BTC_TREND,BTC/USDT:USDT,short,1761015600000,1761019200000,110409.1696803203,108595.11755629582,0.0036401179254910232,6.366184234014054,tp
BTC_TREND,BTC/USDT:USDT,short,1761195600000,1761199200000,108589.72826124626,109847.92263482907,0.0037242631109708126,-4.93130843161689,sl
BTC_TREND,BTC/USDT:USDT,short,1761228000000,1761231600000,108761.28028343017,109787.69958519506,0.0036999549971721835,-4.041430953383972,sl
BTC_TREND,BTC/USDT:USDT,short,1761260400000,1761264000000,109498.507293153,110645.89546825981,0.0036599866707025834,-4.44240292856176,sl
BTC_TREND,BTC/USDT:USDT,long,1761465600000,1761469200000,110520.98994931577,112434.0508540375,0.0036097582470092813,6.6621715324612865,tp
BTC_TREND,BTC/USDT:USDT,long,1761656400000,1761660000000,114309.33726399145,115760.15746119677,0.003513160139300938,4.852953303567334,tp
BTC_TREND,BTC/USDT:USDT,long,1761742800000,1761746400000,113389.83501832365,112501.0819886117,0.003558485304449085,-3.40281466370924,sl
BTC_TREND,BTC/USDT:USDT,short,1761822000000,1761825600000,111074.83712475827,108443.34601951587,0.003620105745323418,9.290730240875076,tp
BTC_TREND,BTC/USDT:USDT,short,1761879600000,1761883200000,108743.96077027079,110043.00168091341,0.0037315799152958973,-5.093855524236527,sl
BTC_TREND,BTC/USDT:USDT,short,1761915600000,1761919200000,109406.63861863916,110592.15385546246,0.0036900573846823186,-4.619474090706574,sl
BTC_TREND,BTC/USDT:USDT,short,1762063200000,1762066800000,109648.28289442243,110918.63550932797,0.0036647786648572834,-4.899456509321283,sl
BTC_TREND,BTC/USDT:USDT,short,1762077600000,1762081200000,110316.17305627288,110875.54936692459,0.0036245343468087896,-2.2686019928893493,sl
BTC_TREND,BTC/USDT:USDT,short,1762131600000,1762135200000,110431.76192559936,109283.79668567207,0.0036122336809395477,3.909863537511842,tp
BTC_TREND,BTC/USDT:USDT,short,1762351200000,1762354800000,102187.10811276488,103570.47795782967,0.003918668120247363,-5.664482308470218,sl
BTC_TREND,BTC/USDT:USDT,short,1762441200000,1762444800000,103232.89508574388,101122.24396469905,0.0038567119000068348,7.9061736783039045,tp
BTC_TREND,BTC/USDT:USDT,short,1762509600000,1762513200000,101964.15011366794,99865.55073906427,0.003935404284844642,8.023030181215436,tp
BTC_TREND,BTC/USDT:USDT,short,1762693200000,1762696800000,102407.77236241802,103539.61022342992,0.0039493805439568585,-4.715408820481304,sl
BTC_TREND,BTC/USDT:USDT,long,1762819200000,1762822800000,105404.02838310688,107245.97538214974,0.003818912337446488,6.788496332450298,tp
BTC_TREND,BTC/USDT:USDT,short,1762956000000,1762959600000,104090.80643854658,102511.89965933577,0.003892869644366376,5.907038994651953,tp
BTC_TREND,BTC/USDT:USDT,short,1763046000000,1763049600000,102749.16894946704,100685.94922779927,0.003966380881243688,7.943899963411772,tp
BTC_TREND,BTC/USDT:USDT,short,1763326800000,1763330400000,96175.93037839449,93164.47372047204,0.004270167122556109,12.6207264880603,tp
BTC_TREND,BTC/USDT:USDT,short,1763398800000,1763402400000,94842.04385114247,92519.73243488738,0.004383106000405024,9.935622826762051,tp
BTC_TREND,BTC/USDT:USDT,short,1763524800000,1763528400000,92448.47098856048,90226.42954719743,0.0045392175762293645,9.84059512884055,tp
