month,equity_end,equity_start,pnl,ret_pct
2025-02,992.6915085291729,1000.0,-7.308491470827107,-0.7308491470827128
2025-03,993.2977996065262,992.6915085291729,0.6062910773532622,0.061075477340555295
2025-04,1019.8445365805875,993.2977996065262,26.546736974061332,2.6725859037015187
2025-05,1038.2421314589894,1019.8445365805875,18.397594878401947,1.803960723277176
2025-06,1035.6098757412772,1038.2421314589894,-2.632255717712269,-0.2535300425550391
2025-07,1032.7751331601844,1035.6098757412772,-2.834742581092769,-0.27372687799676054
2025-08,1036.0357759903784,1032.7751331601844,3.2606428301940014,0.3157166284800894
2025-09,1044.6021773254815,1036.0357759903784,8.566401335103137,0.8268441624918133
2025-10,1041.987826045405,1044.6021773254815,-2.614351280076562,-0.2502724325896155
2025-11,1059.0988394498584,1041.987826045405,17.111013404453388,1.6421509903233433
2025-12,1093.2871850698873,1059.0988394498584,34.18834562002894,3.2280599644304964
2026-01,1103.827088984327,1093.2871850698873,10.53990391443972,0.9640562935681052
2026-02,1104.9222858531828,1103.827088984327,1.0951968688557372,0.09921815470785855
