trial,final_score,score_test,score_train,train_return_pct,train_dd_pct,test_return_pct,test_dd_pct,train_trend_share,test_trend_share,test_active_btc_trades,pen_share_test,pen_share_train,pen_btc_active,pen_balance_test,pen_balance_train,adx_on,adx_off,vol_on,vol_off,w_trend_btc,w_range_btc
213,1.7930320508560262,2.5884638648913896,0.599884329802981,2.177511220634698,3.629885150275311,8.048199262893817,3.1092569504467527,0.4166666666666667,0.46080947680157947,45,1.0,1.0,1.0,1.0,1.0,26.047807099350642,26.8162017038331,0.016018003701170395,0.013816984227215124,1.0,0.1
485,1.6737700669435491,1.894973986738975,1.3419641872504104,3.8940317661418256,2.9017404511519946,5.365878779172917,2.83163717112917,0.470508658008658,0.5322803553800592,72,1.0,1.0,1.0,1.0,1.0,27.19738570878471,22.322903462998386,0.01898389183707617,0.014411475196659997,1.0,0.1
77,1.5543705554286453,2.9127995211289623,-0.4832728931218297,-2.0139972204914813,4.1674119305172095,6.892263609056304,2.3661991012635686,0.42938311688311687,0.46554787759131294,53,1.0,1.0,1.0,1.0,1.0,27.806945474586776,25.88746649052478,0.010555889553804737,0.01110960353178427,0.9,0.1
332,1.4680842028904464,2.5771282805961575,-0.19548191366811993,-0.7173329635885239,3.66956180307493,5.621063326961795,2.1811344702101887,0.42207792207792205,0.46100691016781836,45,1.0,1.0,1.0,1.0,1.0,26.27383324060589,27.918168560108498,0.011503336649919663,0.010044188630337486,0.8,0.1
282,1.3684710859168123,1.966990492186117,0.4706919765128557,1.548535612502766,3.289912914970778,5.0076086725722835,2.545822510309553,0.4991883116883117,0.5486673247778875,70,1.0,1.0,1.0,1.0,1.0,23.636398895705824,24.750708235459342,0.01529079081262428,0.011597668992968355,0.8,0.2
70,1.3605843274751424,1.5255400770545107,1.11315070310609,2.367837750723756,2.1271493106159287,4.62165171619302,3.0295183887377344,0.4099025974025974,0.46495557749259625,46,1.0,1.0,1.0,1.0,1.0,26.439943850605523,26.294154746944322,0.01964699502987534,0.01416035337894468,0.9,0.2
362,1.3538733438935875,2.1530574220597565,0.15509722664433356,0.5102563690133399,3.2899129149707593,5.31744543204915,2.4697183538013268,0.47483766233766234,0.515893385982231,56,1.0,1.0,1.0,1.0,1.0,24.37212952185227,25.74697885538965,0.018000038518499448,0.011549824753732028,0.8,0.2
403,1.3340929819842,2.0017707556294444,0.3325763215163338,0.8456603247311678,2.542755662446146,6.30059125275797,3.147508891834514,0.4069264069264069,0.4487660414610069,43,1.0,1.0,1.0,1.0,1.0,26.59092200209143,26.964604038426057,0.01871601002940388,0.012824364134136316,1.0,0.2
32,1.3186470894993838,2.2996990600706213,-0.15293086635747258,-0.5901502869291586,3.858935092603838,6.250672674373092,2.718039409113443,0.39366883116883117,0.4465942744323791,51,1.0,1.0,1.0,1.0,1.0,30.26581180661615,25.291577454142253,0.010439767386044822,0.01268988287164617,0.9,0.1
422,1.3028822153003043,2.3644203228986433,-0.28942494609720393,-1.0812964551686455,3.736016779996186,5.884693495712012,2.488852527074254,0.5045995670995671,0.5498519249753209,68,1.0,1.0,1.0,1.0,1.0,23.072978235328023,25.95898315796977,0.019282168019912685,0.010316161726368197,0.8,0.3
33,1.2969082774520277,2.3367349039046306,-0.2628316622268765,-0.9934670349027952,3.779860563546692,7.356435035884945,3.148168422353991,0.404491341991342,0.4495557749259625,44,1.0,1.0,1.0,1.0,1.0,25.793688537239532,27.91047945947738,0.015258424576245704,0.013349939201209693,0.9,0.3
396,1.1464505350627894,1.2554747238685322,2.3457166119259605,3.7953506599050613,1.6179919776365792,3.631791747451185,2.8927637318419563,0.38446969696969696,0.43613030602171765,43,1.0,1.0,1.0,1.0,1.0,27.615137407342814,26.698096899588023,0.018126609723796275,0.014804317414077471,0.8,0.1
22,1.0896373640090515,1.9712252290486914,-0.23274443355040825,-0.8371262199898144,3.5967615088354323,5.237056498635728,2.656751963936216,0.3963744588744589,0.46653504442250743,54,1.0,1.0,1.0,1.0,1.0,30.73812004071009,25.498048618983816,0.008747827419588156,0.014663022795670458,0.9,0.2
392,1.0721440970668281,1.1710295726781683,2.1598843287915694,4.624657214899086,2.141159669178455,3.4548120837714524,2.950234703185358,0.4653679653679654,0.5200394866732477,63,1.0,1.0,1.0,1.0,1.0,26.566871901639537,23.407823968383646,0.018375883553778418,0.014389090944000952,0.9,0.1
219,1.0571842986616622,1.3106029592194846,0.6770563078249288,1.6587360440518895,2.4499233296867837,4.430818266233771,3.380747948923065,0.3768939393939394,0.42862783810463967,42,1.0,1.0,1.0,1.0,1.0,27.47485699784649,27.198480917585286,0.01878487373706035,0.013374787610573497,1.0,0.2
54,1.0061467229294072,1.8679589769276157,-0.28657165806790513,-1.4770775276467196,5.154304293750905,4.710925128973087,2.521963912034904,0.3722943722943723,0.411253701875617,34,1.0,1.0,1.0,1.0,1.0,27.953685224779168,29.17258229800518,0.015925285887759162,0.009836671884275224,0.9,0.2
475,0.9697702249401353,1.74105461081591,-0.1871563538735263,-0.6777344555425224,3.6212206613114057,5.862264208570389,3.36707658229236,0.4069264069264069,0.4481737413622902,43,1.0,1.0,1.0,1.0,1.0,25.393395946699826,28.53676512795968,0.01621040664516364,0.012497096945916691,1.0,0.2
347,0.9357872645977066,1.36267057910644,0.29546229283460607,0.7247228459599242,2.4528437757897237,4.1156499592191365,3.0202823942364265,0.37635281385281383,0.42862783810463967,41,1.0,1.0,1.0,1.0,1.0,27.063838969228595,27.60445955629521,0.019931128713002122,0.014353491462879356,0.9,0.3
