side,mode,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
long,mr,1725811200000,1725814800000,53739.40038256864,54218.98500000001,0.028752594323638105,12.853940060654713,tp
short,mr,1725868800000,1725872400000,54989.37074401384,55461.31192704786,0.028941259312834113,-14.621644284779617,sl
short,mr,1726257600000,1726261200000,59474.44843346367,60052.08121362667,0.03019261213042646,-18.528120002705972,sl
short,mr,1726736400000,1726740000000,61703.58636980169,62493.46660312522,0.028550883228025396,-23.62232450624573,sl
long,mr,1727020800000,1727024400000,62648.38563089487,62898.854999999996,0.02743147295332289,5.835498780406704,tp
short,mr,1727046000000,1727049600000,63526.380608075764,62929.75,0.026854006265279787,15.007972546860762,tp
short,mr,1727074800000,1727078400000,64248.96885123769,63308.335,0.02726339188571124,24.60926933921681,tp
short,mr,1727182800000,1727186400000,63738.29872255492,63303.475,0.028216771736926088,11.197589902595238,tp
short,mr,1727211600000,1727215200000,64103.96940168674,64615.11504955074,0.02836013508520474,-15.595655656448194,sl
short,mr,1727355600000,1727359200000,64313.01793299891,64738.03699394472,0.027821281445829436,-12.905232002890882,sl
short,mr,1727424000000,1727427600000,65306.94242828692,65867.50275042902,0.027032302415197104,-16.22156630231553,sl
short,mr,1728046800000,1728050400000,61788.846725190095,61101.030000000006,0.028088607366016503,18.290068228846156,tp
short,mr,1728090000000,1728093600000,62143.34862081708,61815.875,0.028448096453667145,8.260874766415208,tp
short,mr,1728226800000,1728230400000,62435.56822360652,62683.44625281116,0.02854291505964751,-8.148662501964935,sl
long,mr,1728482400000,1728486000000,61852.15985202969,62206.93500000001,0.028564628603221384,9.06786954253332,tp
long,mr,1728835200000,1728838800000,62303.91391761744,62779.2,0.028609279663922262,12.519951837326097,tp
short,mr,1728885600000,1728889200000,63890.78326495801,64392.47565779106,0.02824138677429243,-15.259608593961971,sl
short,mr,1729256400000,1729260000000,67831.89721064524,68391.21922698907,0.022638380931741992,-13.591104753449613,sl
short,mr,1729450800000,1729454400000,68566.22598156428,68782.1470305986,0.02554071809683291,-6.568825901000185,sl
long,mr,1729681200000,1729684800000,66588.25673343934,66137.9810056469,0.02611235680885966,-12.793971601667362,sl
short,mr,1729800000000,1729803600000,68188.86839737756,68690.72090122614,0.025152510241856458,-13.659496679545928,sl
long,mr,1729893600000,1729897200000,67121.97578598294,66501.5913219704,0.025176801685261103,-16.6238750449414,sl
short,mr,1730044800000,1730048400000,67676.22772724423,67938.35176073285,0.024519471367275555,-7.426630216241412,sl
long,mr,1730401200000,1730404800000,70607.02441622569,70017.83193181538,0.02330391385985028,-14.709504617964427,sl
long,mr,1730750400000,1730754000000,67891.86459906539,67255.37309485185,0.02383717938718462,-16.134069200285534,sl
short,mr,1730818800000,1730822400000,69823.13684495511,70425.90651973098,0.022753584218734645,-14.676635636618613,sl
short,mr,1730854800000,1730858400000,70715.93855374657,71642.03020692276,0.02208464980918227,-21.401723340846097,sl
short,mr,1731200400000,1731204000000,76816.75355123106,77246.31013384562,0.019821866210892745,-9.433312725449058,sl
short,mr,1731528000000,1731531600000,92145.7044817034,88987.235,0.016334166662456632,50.71884751603369,tp
short,mr,1731754800000,1731758400000,91248.83016229147,90999.975,0.010879235723273126,2.113347864220087,tp
long,mr,1731888000000,1731891600000,89372.51714675719,90403.9,0.01552106640512935,15.166262793183698,tp
short,mr,1731924000000,1731927600000,91784.45324228342,90639.91500000001,0.0113031036165408,12.322126934999169,tp
short,mr,1732046400000,1732050000000,93433.8835368462,92051.10500000001,0.011474733817406036,15.23325848224838,tp
short,mr,1732154400000,1732158000000,94309.40865851655,95199.07723265528,0.011949987599572415,-11.314105104139719,sl
short,mr,1732183200000,1732186800000,96990.01033247662,98110.47731924098,0.017055272516431925,-20.113850361369487,sl
long,mr,1732384800000,1732388400000,98022.14079053924,97443.39181645148,0.014577575044473509,-9.289049615751855,sl
long,mr,1732456800000,1732460400000,97124.74618150163,96516.92922404701,0.016475264839521702,-10.968030530295273,sl
long,mr,1732550400000,1732554000000,96041.44515299372,95163.02957102978,0.016449538032363674,-15.388763248258893,sl
short,mr,1732726800000,1732730400000,95445.28256635906,96470.21193214388,0.016256108711669767,-17.60230134354479,sl
short,mr,1732874400000,1732878000000,96607.06291146045,97356.3500575099,0.014796287704078148,-11.950975725077198,sl
short,mr,1732921200000,1732924800000,98007.1262269877,97040.255,0.015277458795193296,13.881818232220034,tp
long,mr,1733036400000,1733040000000,95911.94666712143,96589.95499999999,0.015011553206130174,9.307979014009915,tp
short,mr,1733104800000,1733108400000,98049.69114771021,97273.21,0.015685761966655012,11.264215803901896,tp
long,mr,1733137200000,1733140800000,95592.5877749938,94843.83046107437,0.016295259566345588,-13.128497683894599,sl
long,mr,1733234400000,1733238000000,94308.44536368987,95517.88,0.016260621776728646,18.734251112957512,tp
long,mr,1733331600000,1733335200000,95158.02104080675,96114.535,0.01646401985089593,14.798605844496997,tp
short,mr,1733349600000,1733353200000,98015.82537716188,99028.39188096958,0.01624999866809232,-17.41973107993145,sl
short,mr,1733702400000,1733706000000,100919.47749661308,99871.485,0.011433861612834115,11.29745113442752,tp
long,mr,1733778000000,1733781600000,96513.03191102225,95346.79994382702,0.016001687771626312,-19.577105641982484,sl
short,mr,1733929200000,1733932800000,99485.41682789307,100503.54584814908,0.01411316196301955,-15.220073454371024,sl
long,mr,1734494400000,1734498000000,104745.21480311366,103647.62536056107,0.01448325614721543,-16.797362105257154,sl
long,mr,1734854400000,1734858000000,96141.73552710286,96974.05,0.015315255899290982,11.855999706298778,tp
long,mr,1734894000000,1734897600000,95419.09575042498,94519.94700845974,0.011350479060174966,-10.849476975232145,sl
long,mr,1734987600000,1734991200000,93580.1237090855,94736.725,0.015129630454630793,16.638951131046216,tp
long,mr,1735286400000,1735290000000,95105.86486233669,95890.595,0.015946467292585226,11.596203731653473,tp
long,mr,1735315200000,1735318800000,94757.97948898732,93687.44716244352,0.013721977211877859,-15.461166398413724,sl
short,mr,1736035200000,1736038800000,98476.22023857526,98009.725,0.015319754900439126,6.2457017382791165,tp
short,mr,1736168400000,1736172000000,99529.44679514963,100108.43789191761,0.015265137728253225,-9.755280290903777,sl
long,mr,1736773200000,1736776800000,90899.93170682872,90025.72072630087,0.016515130667052003,-15.32978049870325,sl
short,mr,1737104400000,1737108000000,101280.785545525,102320.8070594648,0.014544616693110612,-16.01964442388886,sl
short,mr,1737316800000,1737320400000,105943.64103565067,105076.55500000001,0.011672759379869167,9.38536665000646,tp
short,mr,1737522000000,1737525600000,106504.31145796034,105345.18000000001,0.01047213554314359,11.476668337816157,tp
long,mr,1738112400000,1738116000000,101085.0172832753,102189.18,0.01464538980027335,15.27293316467973,tp
short,mr,1738180800000,1738184400000,103296.3192891931,104317.27146999996,0.012982695223216515,-14.067302606101332,sl
long,mr,1738713600000,1738717200000,97068.22228506053,98664.05500000001,0.01107613014474276,17.019961291634967,tp
long,mr,1738810800000,1738814400000,97004.80966837173,97438.01,0.011179634384104197,4.189428526527872,tp
short,mr,1738944000000,1738947600000,99041.64296246448,97430.48,0.014484003501584233,22.489379941869803,tp
long,mr,1739016000000,1739019600000,95734.04980828706,96357.77,0.011433030084637372,6.470014946270718,tp
long,mr,1739127600000,1739131200000,95958.71600769176,96616.325,0.011801972886455323,7.076925548287596,tp
long,mr,1739138400000,1739142000000,95374.69683817853,96466.775,0.016508276837158106,17.072828486790833,tp
short,mr,1739271600000,1739275200000,98293.8644479251,97755.425,0.016406871636717963,7.871790480391575,tp
long,mr,1739289600000,1739293200000,96827.28639628414,96199.04180700402,0.01679571461652751,-11.521255822470716,sl
short,mr,1739552400000,1739556000000,97446.81003188904,98190.96121673613,0.01647011068243399,-13.22658197844864,sl
long,mr,1739725200000,1739728800000,96930.85823072428,96603.68358874416,0.016306201581781237,-6.2801191474593505,sl
long,mr,1739898000000,1739901600000,94813.80839904025,94115.1043680239,0.016545067845568487,-12.49439006937485,sl
long,mr,1740315600000,1740319200000,95873.86396372647,95545.49553859353,0.016121664386004195,-6.2180569925545965,sl
long,mr,1740348000000,1740351600000,95478.22542073079,95926.375,0.01606541508510292,6.275050791983628,tp
long,mr,1741334400000,1741338000000,86590.3121916481,88609.31,0.010457599030468468,20.557885142530843,tp
long,mr,1741910400000,1741914000000,80445.87307752643,81796.995,0.010756265093932084,14.005127475084636,tp
short,mr,1742018400000,1742022000000,84557.82990512358,84163.015,0.017089375374718222,5.8841641035888195,tp
long,mr,1742137200000,1742140800000,82840.14610855973,83834.32,0.0179454405360558,16.938222168676358,tp
short,mr,1742256000000,1742259600000,84296.51442487257,83609.865,0.015699850675421106,9.99269599956778,tp
long,mr,1742331600000,1742335200000,81562.31445235535,82389.22,0.020398531671564947,15.85928753488287,tp
long,mr,1742562000000,1742565600000,83556.64384625862,84207.345,0.020246136557546823,12.151260373190137,tp
short,mr,1742731200000,1742734800000,84561.84677676135,84837.03310971527,0.020256918975241275,-6.605549393223328,sl
short,mr,1742763600000,1742767200000,85125.77145840283,85445.43336634475,0.019975805141272382,-7.409608780417708,sl
long,mr,1743141600000,1743145200000,86111.2056111737,85511.44974360746,0.019585213692950718,-12.751202839739479,sl
long,mr,1743166800000,1743170400000,85195.68072727398,84575.95819045072,0.019519147469148478,-13.086965946366398,sl
short,mr,1743512400000,1743516000000,84199.98848102143,83157.51499999998,0.019463088840872795,19.31865271403554,tp
short,mr,1743559200000,1743562800000,85014.09508998784,84588.515,0.01967880107707743,7.376145597181142,tp
short,mr,1743620400000,1743624000000,86628.51147942343,87474.73911470715,0.019458377249517444,-17.487486450415968,sl
short,mr,1743757200000,1743760800000,84179.13617581836,82751.66500000001,0.019202885218937028,26.458122707778386,tp
long,mr,1743890400000,1743894000000,82626.18582534835,83197.675,0.018597705909813078,9.700016065595092,tp
long,mr,1743951600000,1743955200000,82385.78731305231,81929.79879617711,0.018932332433162967,-9.563599499380933,sl
short,mr,1744372800000,1744376400000,82308.90559871172,83286.411896241,0.011417839651604303,-11.731580701336,sl
long,mr,1744758000000,1744761600000,84170.50526865643,83443.00263383202,0.01824571589920802,-14.18729278283179,sl
short,mr,1745046000000,1745049600000,84989.25951789608,85291.69149726517,0.019440036518617178,-6.874132881797776,sl
short,mr,1745319600000,1745323200000,88292.07739538718,89077.510882602,0.018565947567855044,-15.5746019795807,sl
short,mr,1745586000000,1745589600000,94315.75055202981,94983.22170120988,0.0170766989097899,-12.371403772603543,sl
long,mr,1745802000000,1745805600000,93471.03755373729,93021.74982416275,0.016986580793237678,-8.57993519917817,sl
long,mr,1746032400000,1746036000000,93574.69224431885,94433.18500000001,0.01679661262013897,13.468075678213502,tp
short,mr,1746100800000,1746104400000,95843.85965652653,96455.22600776258,0.01664597578797826,-11.140144294309426,sl
short,mr,1746162000000,1746165600000,96754.29789300566,96587.45,0.016276155091698455,1.7723987936162138,tp
short,mr,1746208800000,1746212400000,97465.25682481183,96910.89499999999,0.016184345107649812,8.030919465638656,tp
long,mr,1746320400000,1746324000000,95805.74134074131,96133.3,0.016609642774436127,4.482588454923491,tp
long,mr,1746540000000,1746543600000,93576.96952922289,94288.39499999999,0.01708534630883865,11.18838061226764,tp
short,mr,1746666000000,1746669600000,97601.41941700969,98302.82253012294,0.01658130034923771,-12.608168859751025,sl
long,mr,1747069200000,1747072800000,102841.95572107611,101925.51697922949,0.015510023372192296,-15.162506595565977,sl
long,mr,1747288800000,1747292400000,102448.68004987115,101847.89348520745,0.015297555761886388,-10.125380271827602,sl
short,mr,1747803600000,1747807200000,106905.8301960592,107918.36057284275,0.014484004392305487,-15.603348429804043,sl
short,mr,1747846800000,1747850400000,109047.02585416245,107086.66,0.013936932641854742,26.426011122497332,tp
long,mr,1748012400000,1748016000000,109132.52740272385,108160.96524442075,0.014356863075141788,-14.880296176600464,sl
short,mr,1748829600000,1748833200000,105440.09880497187,104736.715,0.01460025349960623,9.352072306277373,tp
long,mr,1748890800000,1748894400000,104130.54132209529,104615.44499999999,0.014940205622608636,6.306774899295013,tp
short,mr,1748934000000,1748937600000,106138.42524828887,104977.05,0.014759252614575743,16.21140099000124,tp
