month,equity_end,equity_start,pnl,ret_pct
2025-02,993.5084147992197,1000.0,-6.491585200780264,-0.6491585200780303
2025-03,996.8411389285092,993.5084147992197,3.3327241292894314,0.33545001528376694
2025-04,1024.2771733220027,996.8411389285092,27.436034393493514,2.7522975649845405
2025-05,1041.865228414064,1024.2771733220027,17.588055092061268,1.7171187204161331
2025-06,1039.972247695996,1041.865228414064,-1.8929807180679745,-0.1816915150292031
2025-07,1037.894184088883,1039.972247695996,-2.078063607112881,-0.19981914053155414
2025-08,1040.7708238001737,1037.894184088883,2.876639711290636,0.27716117455807154
2025-09,1047.3044484256518,1040.7708238001737,6.533624625478069,0.6277678501422468
2025-10,1043.2076701524627,1047.3044484256518,-4.096778273189102,-0.39117357701932143
2025-11,1059.2466714254508,1043.2076701524627,16.039001272988116,1.5374696459664605
2025-12,1093.0949952409371,1059.2466714254508,33.84832381548631,3.1955091036477645
2026-01,1101.3525987777691,1093.0949952409371,8.257603536831994,0.7554332947075526
2026-02,1101.3085879325993,1101.3525987777691,-0.044010845169850654,-0.003996072213263702
