month,return_pct,equity_end
2024-09,0.3543569493025922,1003.5435694930259
2024-10,0.0,1003.5435694930259
2024-11,-0.07909210870619132,1002.7498457221285
2024-12,-0.38032845905929813,998.9361026856741
2025-01,-0.277980003537337,996.1592600720927
2025-02,0.0,996.1592600720927
2025-03,0.0,996.1592600720927
2025-04,0.0,996.1592600720927
2025-05,0.0,996.1592600720927
2025-06,0.6110703862175493,1002.2464943099571
2025-07,-0.28320810403069663,999.4080510157078
2025-08,0.07639947329960428,1000.1715935027976
2025-09,0.11402995917473291,1001.3120887625462
2025-10,0.08766093873486813,1002.1898483392212
2025-11,0.0,1002.1898483392212
2025-12,0.11816080240687477,1003.374043905659
2026-01,0.07257985664259614,1004.1022913483149
2026-02,0.3335677326878672,1007.4516525954325
