month,return_pct,equity_end
2024-09,0.0,1000.0
2024-10,0.0,1000.0
2024-11,0.0,1000.0
2024-12,-0.6222011579999798,993.7779884200002
2025-01,-0.6508084331126263,987.3103974649458
2025-02,0.0,987.3103974649458
2025-03,0.0,987.3103974649458
2025-04,0.4407403977718216,991.6618732379754
2025-05,0.0,991.6618732379754
2025-06,0.0,991.6618732379754
2025-07,0.0,991.6618732379754
2025-08,0.0,991.6618732379754
2025-09,0.0,991.6618732379754
2025-10,0.0,991.6618732379754
2025-11,0.0,991.6618732379754
2025-12,0.0,991.6618732379754
2026-01,0.0,991.6618732379754
2026-02,0.0,991.6618732379754
