month,return_pct,equity_end
2024-09,0.8505023091622821,1008.5050230916229
2024-10,0.3202174631427024,1011.7344322922336
2024-11,2.2472708877192327,1034.4708456501685
2024-12,0.17703326883511394,1036.3022032033691
2025-01,1.5981240283434506,1052.8635977190147
2025-02,2.450135676432219,1078.660184350896
2025-03,-1.7165736283530686,1060.144188086784
2025-04,-0.5724426406271799,1054.0754707020444
2025-05,0.5556532600047515,1059.9324754179108
2025-06,-0.5147855616819519,1054.4760960708813
2025-07,-0.9424555364000664,1044.538127723446
2025-08,-0.0462873882722592,1044.0546383046149
2025-09,0.5988793592496489,1050.3072660327098
2025-10,0.4598892235493812,1055.1375159633503
2025-11,2.1916237344236533,1078.2621601940114
2025-12,1.586541232894878,1095.3692339641923
2026-01,-1.3906193896554342,1080.136817008366
2026-02,-0.617551437281405,1073.4664165703252
