side,mode,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
short,mr,1727182800000,1727186400000,147.77534814548022,145.6184,2.0117270179796822,4.163424178886734,tp
short,mr,1727650800000,1727654400000,159.9081918539833,157.32205000000002,2.069033280234339,5.155510828999552,tp
long,mr,1727697600000,1727701200000,154.5500566879676,157.20245,2.2566150455123912,5.772583406231883,tp
short,mr,1728255600000,1728259200000,145.31195694895914,147.36920444672268,1.9909931190589099,-4.2720122554571365,sl
short,mr,1729756800000,1729760400000,171.9322672614747,171.29925,1.8335860230766627,0.9722364566681503,tp
long,mr,1730408400000,1730412000000,171.87573540813557,168.2292607677831,1.938312648228942,-7.263656459210306,sl
short,mr,1733605200000,1733608800000,241.29592735158764,238.98925,0.9240598903696219,1.9990037925334514,tp
long,mr,1734364800000,1734368400000,215.4858833633695,219.87535000000003,1.064920111771378,4.533941491918641,tp
long,mr,1738807200000,1738810800000,198.44183004756587,200.978,1.0185227768193201,2.4603264600551835,tp
long,mr,1741327200000,1741330800000,138.97199981543744,143.9355,1.4578584508914059,7.110178139030595,tp
long,mr,1745805600000,1745809200000,146.050135730947,148.21859999999998,2.255877662505368,4.691172289152947,tp
short,mr,1747159200000,1747162800000,178.03927438726825,182.8622569362974,1.4703839205502198,-7.252962622551565,sl
short,mr,1747843200000,1747846800000,171.55560831539125,169.46945,1.5278841420568667,3.032050396775513,tp
short,mr,1751119200000,1751122800000,145.88651507279238,148.4931610266905,1.727115449585775,-4.655857398117914,sl
short,mr,1756911600000,1756915200000,209.37255133393876,209.60320000000002,1.1873175211873856,-0.42317253356719425,tp
long,mr,1759064400000,1759068000000,199.1604259517201,201.6289,1.411458167497722,3.3133934020756644,tp
short,mr,1760911200000,1760914800000,189.8759599997048,188.59705,1.099616528224617,1.2818799137745045,tp
short,mr,1761472800000,1761476400000,195.44518987046513,197.83124739084252,1.6077613748586568,-4.027050382430856,sl
short,mr,1766048400000,1766052000000,130.80150782155917,123.80725,2.2953539368984064,15.883788351175884,tp
long,mr,1766584800000,1766588400000,121.52003839364565,122.53139999999999,2.2703657590373925,2.129246104091803,tp
short,mr,1766934000000,1766937600000,123.9561687088416,124.19485,3.4293615482189597,-1.0740698680239644,tp
short,mr,1767690000000,1767693600000,137.71556207139955,137.57575,3.989465089417773,0.22846318686239658,tp
long,mr,1768755600000,1768759200000,142.83683120477951,142.56775,2.961077246597587,-1.0500627053338847,tp
long,mr,1770948000000,1770951600000,78.23696993128473,79.4331,2.6364202777871615,3.027850146691373,tp
