month,return_pct,equity_end
2024-09,,1000.0
2024-10,0.0,1000.0
2024-11,0.0,1000.0
2024-12,0.0,1000.0
2025-01,-0.847625337053437,991.5237466294657
2025-02,0.0,991.5237466294657
2025-03,0.0,991.5237466294657
2025-04,0.0,991.5237466294657
2025-05,0.0,991.5237466294657
2025-06,-0.5517122485647286,986.053388671883
2025-07,0.8824045072417963,994.7543682173341
2025-08,0.0,994.7543682173341
2025-09,-0.970450999488981,985.1007645085086
2025-10,0.0,985.1007645085086
2025-11,0.6664580814361942,991.6660481638653
2025-12,-0.8642228750446623,983.0958433315817
2026-01,0.11816952721876994,984.2575630417541
2026-02,0.340387202336645,987.6078498243787
