side,mode,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
short,mr,1727046000000,1727049600000,63470.078280068876,62929.75,0.008835508110866494,4.440465111155214,tp
short,mr,1732046400000,1732050000000,93289.25003349654,92051.10500000001,0.003979606679310398,4.707533929880261,tp
short,mr,1732154400000,1732158000000,94167.29150774232,95590.7612263643,0.004096183099213651,-6.065726960007569,sl
short,mr,1733360400000,1733364000000,97862.68852469262,99482.79493078495,0.006005266633037605,-10.087623367852203,sl
short,mr,1738202400000,1738206000000,103203.99162653917,104837.51511583015,0.004861785010266414,-8.247658489855205,sl
long,mr,1740319200000,1740322800000,95918.6186033877,95393.22912317501,0.0081674621552786,-4.7585710496586415,sl
long,mr,1741910400000,1741914000000,80655.50961593312,81796.995,0.0037751767380853306,4.124030201132116,tp
long,mr,1743141600000,1743145200000,86186.71464652156,85227.10525841557,0.009531769161641205,-9.634194228952962,sl
long,mr,1743955200000,1743958800000,82447.715284593,81718.13365759268,0.006093287818732034,-4.744310105602898,sl
short,mr,1745542800000,1745546400000,93879.80118309765,93009.3,0.007396109985583748,6.025578285281656,tp
short,mr,1745586000000,1745589600000,94240.20868366347,95308.16252235157,0.007123324353425775,-8.014728160566944,sl
long,mr,1746032400000,1746036000000,93673.05931301715,94433.18500000001,0.008087702937643399,5.68942222294821,tp
short,mr,1748934000000,1748937600000,105548.21810479241,104977.05,0.0075585962161355295,3.8411415959145447,tp
short,mr,1748970000000,1748973600000,106430.3755572988,105606.4,0.007376763921706333,5.610853074596936,tp
short,mr,1752411600000,1752415200000,118226.6497534458,118904.86904827568,0.006076878972704984,-4.5549988707175,sl
short,mr,1756389600000,1756393200000,112684.33930549369,112380.35500000001,0.0056764700277468225,1.3428035689212745,tp
short,mr,1756944000000,1756947600000,111992.91074461234,111599.795,0.0060020631596615776,1.9576081173034834,tp
short,mr,1760914800000,1760918400000,108349.71552419609,107998.93000000001,0.005478861441259798,1.5668785787054123,tp
short,mr,1766689200000,1766692800000,88089.87235535245,87765.885,0.007535585175132736,2.044613930791357,tp
short,mr,1768154400000,1768158000000,90977.89827756818,90760.7,0.008463442897460831,1.3773564185550178,tp
long,mr,1771347600000,1771351200000,67337.39119323186,68112.265,0.006965733085045058,5.112892997854934,tp
short,mr,1771585200000,1771588800000,67727.53277077721,67258.08499999999,0.00805345864061526,3.455682082406656,tp
short,mr,1771707600000,1771711200000,68452.59948034852,68138.10500000001,0.008357254224817957,2.286641845045129,tp
long,mr,1772208000000,1772211600000,66231.90860346884,65085.859908867154,0.0071535793819588085,-8.477708431724082,sl
