month,return_pct,equity_end
2024-09,3.2294831067112506,1032.2948310671125
2024-10,-3.8852777674078687,992.1873095015613
2024-11,1.5590900554057319,1007.6564031749979
2024-12,6.600108101099922,1074.162815072203
2025-01,-3.5933686768256146,1035.5641849372903
2025-02,0.401643675165686,1039.723462988372
2025-03,-3.329828216671893,1005.102457742427
2025-04,-5.568050890076027,949.1378413979237
2025-05,-2.5470559254896052,924.9627697675337
2025-06,1.8674815201051187,942.2362785607949
2025-07,-1.1715722081793056,931.1973001857937
2025-08,-1.2201603296695285,919.835200137973
2025-09,1.8954455652683055,937.2701756467651
2025-10,-1.7319255114877863,921.0373543631724
2025-11,1.0659402552393393,930.855062289121
2025-12,9.714979510294297,1021.2874408610462
2026-01,-5.454223855163565,965.5841376318135
2026-02,-5.764736422117467,909.9207571635635
