side,mode,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
short,mr,1725883200000,1725886800000,55015.16038642686,55532.54675855526,0.014541446291909258,-8.008060270156383,sl
short,mr,1726419600000,1726423200000,60266.79633150015,60058.02999999999,0.013165882377742183,2.2741627896724337,tp
short,mr,1727046000000,1727049600000,63441.92711606543,62929.75,0.012533634517006486,5.946197688690578,tp
short,mr,1727074800000,1727078400000,64095.46514425073,63308.335,0.012478069370585035,9.347885066119497,tp
short,mr,1727211600000,1727215200000,64121.26328261253,64684.53291804185,0.012587680920752752,-7.57879539966118,sl
short,mr,1727240400000,1727244000000,64359.43669813319,63890.475,0.012444885554136911,5.359108872916619,tp
short,mr,1727355600000,1727359200000,64357.41870418684,64822.04996244964,0.012509901360464247,-6.299041680463944,sl
short,mr,1727420400000,1727424000000,65109.48209715689,65714.88724507036,0.012286027839568165,-7.922449461983014,sl
short,mr,1728885600000,1728889200000,63902.09832592469,64441.654839880124,0.012416978174071874,-7.179763830451612,sl
short,mr,1729458000000,1729461600000,68724.47319744488,68983.2623510494,0.01146025800022709,-3.440130058512434,sl
long,mr,1729692000000,1729695600000,66578.44531504504,66086.13237088748,0.011786428324983268,-6.269962907253445,sl
short,mr,1729800000000,1729803600000,67873.07410848384,68384.84685866754,0.011485858833960761,-6.3494247821183345,sl
short,mr,1729825200000,1729828800000,68319.8104458861,67744.36,0.011334578800346821,6.06177615257133,tp
long,mr,1729893600000,1729897200000,67221.33499698527,66551.31977585173,0.011590097041015804,-8.228343184541236,sl
short,mr,1730818800000,1730822400000,69628.87363882487,70279.86488758281,0.011093019671885637,-7.689228282938502,sl
short,mr,1730829600000,1730833200000,70005.8601587579,68881.5,0.0109436481107236,11.85231298876053,tp
short,mr,1731754800000,1731758400000,91384.09832047843,90999.975,0.005984335076726374,1.9719780551033936,tp
long,mr,1731888000000,1731891600000,89523.35071765394,90403.9,0.007318506339680896,6.047332596081917,tp
short,mr,1731924000000,1731927600000,91597.3864365175,90639.91500000001,0.006171660712464247,5.573549566629725,tp
short,mr,1732046400000,1732050000000,93216.93328182172,92051.10500000001,0.006218784618312751,6.906567389063231,tp
short,mr,1732154400000,1732158000000,94096.23293235521,95057.07499242504,0.006415461700745467,-6.530146451242645,sl
short,mr,1732183200000,1732186800000,97005.90252808589,98191.15013481243,0.007930332678624257,-9.866620919884138,sl
