month,return_pct,equity_end
2024-09,-0.8161299761997975,991.838700238002
2024-10,-2.656240271051724,965.4930812584042
2024-11,-0.8494012952799279,957.2921705203572
2024-12,-4.431648571613578,914.8683457193232
2025-01,-0.33368810317268016,911.8155388899651
2025-02,4.901472241920435,956.507924426174
2025-03,1.9330804155747394,974.9979917866767
2025-04,1.7889869262295077,992.4405783907406
2025-05,1.475971818156685,1007.0887216397391
2025-06,2.1217196466707167,1028.4563209061744
2025-07,1.99076801494793,1048.9305003904847
2025-08,-0.3852863734776446,1044.8891141052293
2025-09,2.0837332924907415,1066.6618164454514
2025-10,-1.8441318266231632,1046.991166405944
2025-11,-0.927060841687144,1037.2849212862711
2025-12,-2.120503276042318,1015.2892605485027
2026-01,-1.2243557202034072,1002.8585084103663
2026-02,1.8637510343080477,1021.5492942335109
