month,strategy,symbol,trades,wins,losses,win_rate_pct,pnl_sum,pnl_avg
2025-10,bbrsi,SOL/USDT:USDT,1,1,0,100.0,2.455817513151927,2.455817513151927
2025-10,trend,BTC/USDT:USDT,21,0,21,0.0,0.0,0.0
2025-11,trend,BTC/USDT:USDT,12,0,12,0.0,0.0,0.0
2025-12,bbrsi,SOL/USDT:USDT,3,2,1,66.67,22.105593019786685,7.368531006595561
2025-12,trend,BTC/USDT:USDT,11,0,11,0.0,0.0,0.0
2026-01,trend,BTC/USDT:USDT,20,0,20,0.0,0.0,0.0
2026-02,bbrsi,SOL/USDT:USDT,2,0,2,0.0,-14.556180623639914,-7.278090311819957
2026-02,trend,BTC/USDT:USDT,12,0,12,0.0,0.0,0.0
