side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct,reason,fees
short,1727074800000,1727078400000,64197.800948908705,63308.335,0.006230743017480252,5.305358970699637,0.013263397426749092,tp,0.23667477974973036
short,1727211600000,1727215200000,64070.784428882806,64602.375902661355,0.006275717507947656,-3.57937367597215,-0.00890191847039466,sl,0.24325575690440857
short,1732154400000,1732158000000,94238.35008312944,95163.60540023372,0.004251201623893075,-4.176182710877221,-0.010424137089389504,sl,0.242735804287796
short,1733349600000,1733353200000,97939.25695092724,98992.32611488726,0.00407317470178258,-4.531262500910313,-0.011358719621350075,sl,0.24192782304106183
long,1740315600000,1740319200000,95896.24128355709,95554.73812141884,0.004140717920873547,-1.6514673934390844,-0.004159036888961875,sl,0.23739912993824258
long,1741910400000,1741914000000,80550.69134672977,81796.995,0.004920962500754121,5.891501575254018,0.014863006589437918,tp,0.2415119670416234
long,1743951600000,1743955200000,82416.75129882265,81942.52324127246,0.0048377522156512354,-2.532048410157342,-0.006350572708177518,sl,0.2378505740199112
long,1746032400000,1746036000000,93623.875778668,94433.18500000001,0.004247496715827102,3.1968754738047256,0.008039074478301983,tp,0.2406627858915559
short,1748970000000,1748973600000,106481.89333516374,105606.4,0.0037463086842229646,3.0424877804455486,0.007626925759175559,tp,0.23738050405771444
short,1760889600000,1760893200000,108404.48355040589,109156.60978952698,0.003690798669935367,-3.0176715651071175,-0.0075423098585643885,sl,0.241725042135504
short,1766689200000,1766692800000,88110.31872312007,87765.885,0.004526825608250454,1.3208108847157527,0.0033114644952874943,tp,0.23838051344925862
long,1771347600000,1771351200000,67290.79350289346,68112.265,0.005934786051822556,4.632718550829665,0.011600459698442627,tp,0.24253903216802497
long,1772204400000,1772208000000,66180.48203364229,65435.55038215119,0.006061871858177534,-4.753677367271147,-0.011849309005059074,sl,0.2379971528315523
