trial,final_score,score_test,score_train,train_return_pct,train_dd_pct,test_return_pct,test_dd_pct,train_trend_share,test_trend_share,test_active_btc_trades,pen_share_test,pen_share_train,pen_btc_active,adx_on,adx_off,vol_on,vol_off,w_trend_btc,w_range_btc
184,0.07215615840384661,0.5252237858483668,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.8592396437792083,1.6359496026847355,0.0,0.0070191857744501636,0,0.5233972859148339,0.5,0.5,27.984086240034983,18.828784637070143,0.028483434660392805,0.017502842502514784,1.0,0.2
209,0.06926325780065265,0.5082095375007472,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.8916652928778523,1.7545229419795008,0.0,0.006551240056153486,0,0.5218374668538449,0.5,0.5,26.9645296594728,19.70169327141818,0.02884612484698882,0.017918177972653583,0.7,0.1
445,0.06761223945041563,0.4920419561868083,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.804955842728039,1.6359496026847558,0.0,0.006551240056153486,0,0.5218374668538449,0.5,0.5,20.948258743700805,16.66877659022253,0.029748508731592925,0.019209248587727358,0.9,0.2
366,0.06729151757100783,0.5103925406902494,0.04661459184910642,0.06436198834074425,1.380726201552659,0.97464478522582,1.909598412053046,0.0,0.004679457182966776,0,0.5155981906098892,0.5,0.5,24.29814930506054,22.044874116167136,0.027485690141306866,0.019884779579141032,0.8,0.0
158,0.06708794317206362,0.5103925406902494,0.04661459184910642,0.06436198834074425,1.380726201552659,0.97464478522582,1.909598412053046,0.0,0.004211511464670099,0,0.5140383715489003,0.5,0.5,29.76094989625344,22.881124775190575,0.02969886277107686,0.019799422427819034,0.8,0.0
129,0.06508267971347333,0.4932564226994417,0.04661459184910642,0.06436198834074425,1.380726201552659,0.941921681521829,1.9095984120530645,0.0,0.004679457182966776,0,0.5155981906098892,0.5,0.5,22.40434998969675,20.418011272429865,0.02920962718822013,0.019922571393952197,0.7,0.0
38,0.06352890207046341,0.46813877279901445,0.04661459184910642,0.06436198834074425,1.380726201552659,0.8939570571574462,1.9095984120530172,0.0,0.008890968647636874,0,0.5296365621587896,0.5,0.5,27.010131133507656,16.457322183259866,0.02794227653571689,0.015028503829195135,0.9,0.0
167,0.05937091593709292,0.44069344553614664,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.7732067605731752,1.7545229419795285,0.0,0.003743565746373421,0,0.5124785524879114,0.5,0.5,31.618482511236643,18.207051526892695,0.028328076155896185,0.01949010788262138,1.0,0.1
90,0.05836802574300239,0.43177388933695415,0.04661459184910642,0.06436198834074425,1.380726201552659,0.8245147334438041,1.9095984120530203,0.0,0.007955077211043519,0,0.5265169240368117,0.5,0.5,26.01293821312939,23.531764788330477,0.027784042774563353,0.015920978612498523,0.9,0.0
91,0.05815868761458965,0.4156163102335588,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.6799273375958759,1.6359496026847102,0.0,0.007955077211043519,0,0.5265169240368117,0.5,0.5,25.419193598314102,21.577544019966176,0.027635723796679734,0.01684259039166656,1.0,0.2
323,0.057329079557727584,0.41013574127265845,0.04661459184910642,0.06436198834074425,1.380726201552659,0.7831945602604584,1.9095984120530238,0.0,0.013102480112306972,0,0.5436749337076899,0.5,0.5,27.68834970729083,21.603079024777408,0.028095932016092125,0.0106025563131707,0.7,0.0
221,0.05669557460263985,0.4190681162534237,0.04661459184910642,0.06436198834074425,1.380726201552659,0.8002518093395805,1.9095984120530014,0.0,0.007955077211043519,0,0.5265169240368117,0.5,0.5,28.31414769033472,17.446767737349575,0.028758611152370564,0.01624740479953913,0.7,0.0
428,0.056134647511837506,0.40735869399480706,0.04661459184910642,0.06436198834074425,1.380726201552659,0.7778915151884558,1.9095984120529712,0.0,0.010762751520823585,0,0.5358758384027453,0.5,0.5,24.68132842832497,21.23670371535035,0.02852991781270505,0.013718437676467658,0.9,0.0
60,0.05521215803890097,0.4065594906434173,0.04661459184910642,0.06436198834074425,1.380726201552659,0.7763653577377516,1.9095984120530134,0.0,0.008423022929340197,0,0.5280767430978006,0.5,0.5,26.10176915108589,23.01630729260448,0.029782964569878282,0.01580589733738708,1.0,0.0
25,0.05500105030559135,0.4000955664696559,0.04661459184910642,0.06436198834074425,1.380726201552659,0.7640218583999214,1.9095984120530527,0.0,0.010294805802526907,0,0.5343160193417563,0.5,0.5,28.123259395318808,19.191938399979435,0.028467529197810905,0.013734205025292939,0.7,0.0
11,0.05493957477006661,0.4035113684178869,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.7079699532388295,1.7545229419797594,0.0,0.004679457182966776,0,0.5155981906098892,0.5,0.5,22.53179412303592,18.14192700780562,0.028816726563032913,0.019429097143350546,0.8,0.1
18,0.05477336822107231,0.4035113684178869,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.7079699532388295,1.7545229419797594,0.0,0.004211511464670099,0,0.5140383715489003,0.5,0.5,25.705871192957076,19.47812200535284,0.028825340295407564,0.0195381592752108,0.8,0.1
150,0.05437953622125591,0.40025266627724093,0.04661459184910642,0.06436198834074425,1.380726201552659,0.7643218559429954,1.9095984120529919,0.0,0.008423022929340197,0,0.5280767430978006,0.5,0.5,26.863072308208867,17.897645615420597,0.029903155833995894,0.01574811930178645,0.8,0.0
162,0.04970254573493378,0.3519384452702557,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6720610962284823,1.909598412053001,0.0,0.014038371548900327,0,0.5467945718296677,0.5,0.5,20.544161732160585,16.933407493816436,0.029926692745590528,0.01037212128224705,1.0,0.0
74,0.048300716410045276,0.34207514681103185,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.6001786929609843,1.754522941979568,0.0,0.008890968647636874,0,0.5296365621587896,0.5,0.5,29.165009096611406,20.901218582094103,0.027636064060433875,0.01504778164824402,0.7,0.1
265,0.04809733919554049,0.37312506560204733,0.04661459184910642,0.06436198834074425,1.380726201552659,0.7125190327708308,1.9095984120529725,0.0,0.0,0,0.5,0.5,0.5,31.21685403966893,17.295735676447197,0.02912058952034222,0.012254702847154667,0.8,0.0
19,0.046505454379010165,0.3295541422334147,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.578210303172999,1.7545229419797963,0.0,0.008423022929340197,0,0.5280767430978006,0.5,0.5,22.225433141088473,20.0614533968346,0.027981759487629407,0.016253001935664174,0.9,0.1
341,0.04636808780279097,0.3295541422334147,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.578210303172999,1.7545229419797963,0.0,0.007955077211043519,0,0.5265169240368117,0.5,0.5,28.08406304761494,18.147692702839848,0.028360758827423938,0.01602922044989076,0.9,0.1
181,0.04564453275036504,0.3270841317657978,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6245993386277071,1.9095984120530165,0.0,0.01169864295741694,0,0.5389954765247231,0.5,0.5,23.750282853702412,18.500386799977065,0.029236545772156765,0.012548897964827792,0.7,0.0
106,0.04523761353783402,0.3250386642026387,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6206933170171958,1.9095984120530263,0.0,0.011230697239120261,0,0.5374356574637342,0.5,0.5,20.654312242867853,16.364125607865745,0.029101037404411327,0.012921366445527776,0.7,0.0
149,0.04510631876628321,0.3250386642026387,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6206933170171958,1.9095984120530263,0.0,0.010762751520823585,0,0.5358758384027453,0.5,0.5,26.852165814015613,21.522508099681033,0.02998999033887909,0.013021216705383136,0.7,0.0
274,0.044999697896848684,0.3074221060398041,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.5393791379185497,1.7545229419796915,0.0,0.01357042583060365,0,0.5452347527686788,0.5,0.5,22.20322843805559,19.596768095965317,0.029016928068657938,0.010506052918002903,0.7,0.1
458,0.044730892973933185,0.3203038167819117,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6116516599012467,1.9095984120529783,0.0,0.01169864295741694,0,0.5389954765247231,0.5,0.5,25.58113013500263,16.55141150218196,0.027490092559444013,0.012823068706209025,0.8,0.0
143,0.04468424909664355,0.3157591375779696,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.5540066510201669,1.754522941979367,0.0,0.008423022929340197,0,0.5280767430978006,0.5,0.5,21.606646603475127,19.471771775385005,0.028386531766303107,0.016337478287807912,0.7,0.1
27,0.0446014445786968,0.3203038167819117,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6116516599012467,1.9095984120529783,0.0,0.011230697239120261,0,0.5374356574637342,0.5,0.5,27.573235487241185,16.56794468807226,0.028419513356468556,0.012289417838111544,0.8,0.0
244,0.04430339445830704,0.30992670553360313,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.5437735151908374,1.754522941979519,0.0,0.009826860084230228,0,0.5327562002807674,0.5,0.5,25.097617142978507,19.49561106499949,0.029364474659838276,0.014397366337078622,0.8,0.1
499,0.04368364436230228,0.313472857922756,0.04661459184910642,0.06436198834074425,1.380726201552659,0.5986072717110158,1.909598412053017,0.0,0.011230697239120261,0,0.5374356574637342,0.5,0.5,28.94411993722379,17.125146945188547,0.029707149147105993,0.01237995925149397,0.9,0.0
21,0.0435097169822561,0.30206590698230507,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.529981563790316,1.7545229419795534,0.0,0.010762751520823585,0,0.5358758384027453,0.5,0.5,22.14958787095698,19.908845664231585,0.029774386771253762,0.013629807671809335,0.8,0.1
281,0.04347055430023726,0.30559607829566837,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.5361753303487538,1.754522941979631,0.0,0.008890968647636874,0,0.5296365621587896,0.5,0.5,25.454155223165127,19.09079059983823,0.027641453144002764,0.015498570895174195,1.0,0.1
20,0.043112082537257554,0.3082417713338875,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.5042680033445546,1.6359496026848723,0.0,0.004679457182966776,0,0.5155981906098892,0.5,0.5,21.93858842903784,18.991310820729183,0.02926583837731709,0.01953499747653503,1.0,0.2
187,0.04298165723840033,0.3082417713338875,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.5042680033445546,1.6359496026848723,0.0,0.004211511464670099,0,0.5140383715489003,0.5,0.5,30.67727992383246,22.457770969218757,0.028319625201992066,0.019745466021257083,1.0,0.2
53,0.04289390585036118,0.30219790224857507,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.5302131525132481,1.7545229419796482,0.0,0.008423022929340197,0,0.5280767430978006,0.5,0.5,25.753606019884025,21.335467285084345,0.02832100455975838,0.015598835191438697,0.9,0.1
362,0.04241703402649191,0.24335371854604787,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6455120275750126,2.6525669360292414,0.0,0.024333177351427236,1,0.5811105911714242,0.5,0.5724779663677696,30.81527550829502,17.838131976808135,0.024767998911597672,0.016922877124514752,0.8,0.0
392,0.042243632291054066,0.3036703824472098,0.04661459184910642,0.06436198834074425,1.380726201552659,0.5798884801087034,1.9095984120529486,0.0,0.010762751520823585,0,0.5358758384027453,0.5,0.5,28.369891856701486,23.98162180331723,0.02872513150178478,0.01295432220518406,1.0,0.0
359,0.04164684490514887,0.2956378757746354,0.04661459184910642,0.06436198834074425,1.380726201552659,0.5645496181219789,1.909598412053044,0.0,0.012634534394010294,0,0.5421151146467009,0.5,0.5,29.936744944560566,18.399797122719384,0.029850144695102755,0.010806169186065771,1.0,0.0
223,0.04054935510222849,0.2883601853880744,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.4717427307157074,1.6359496026847022,0.0,0.004679457182966776,0,0.5155981906098892,0.5,0.5,22.870021966946233,17.872023554683395,0.027985148267548464,0.019655966371940364,0.9,0.2
24,0.04042668272255151,0.2883601853880744,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.4717427307157074,1.6359496026847022,0.0,0.004211511464670099,0,0.5140383715489003,0.5,0.5,27.75962938268199,20.221390299346034,0.02933488827170476,0.019643629060074552,0.9,0.2
171,0.040378225032436446,0.28713706123749266,0.04661459184910642,0.06436198834074425,1.380726201552659,0.5483164761806769,1.9095984120529856,0.0,0.012166588675713618,0,0.540555295585712,0.5,0.5,29.848474928231777,20.321723654905213,0.02760931884032292,0.011099263478894356,0.9,0.0
142,0.040065813042310404,0.22665966527619774,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6356066090838608,2.8042334233103974,0.0,0.026204960224613945,1,0.5873498674153799,0.5,0.5724779663677696,24.30154047610319,20.939675692821787,0.02133737614026229,0.01684399574405917,0.9,0.0
72,0.039853008299023655,0.22665966527619774,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6356066090838608,2.8042334233103974,0.0,0.02526906878802059,1,0.584230229293402,0.5,0.5724779663677696,29.649318274077714,17.750729094498556,0.023552708216950075,0.016959117764082383,0.9,0.0
429,0.03752864165031823,0.21156845222528547,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6253623300295441,2.955839225801191,0.0,0.026204960224613945,1,0.5873498674153799,0.5,0.5724779663677696,23.78468310561056,19.170732535457866,0.02080544780723076,0.016994413715245738,1.0,0.0
270,0.03742897721890058,0.21156845222528547,0.04661459184910642,0.06436198834074425,1.380726201552659,0.6253623300295441,2.955839225801191,0.0,0.02573701450631727,1,0.5857900483543909,0.5,0.5724779663677696,29.824921064034303,19.863558545403357,0.021463757191214412,0.016849908411956768,1.0,0.0
343,0.03698306029801575,0.27315577656102413,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.47925807671060916,1.7545229419797421,0.0,0.0,0,0.5,0.5,0.5,31.715478449971478,23.49727810561798,0.02999237023843901,0.011173161994433346,0.7,0.1
275,0.03698306029801575,0.27315577656102413,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.47925807671060916,1.7545229419797421,0.0,0.0,0,0.5,0.5,0.5,31.287014283654017,23.701486817914695,0.029280195754091028,0.018134778464394496,0.8,0.1
487,0.03698306029801575,0.27315577656102413,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.47925807671060916,1.7545229419797421,0.0,0.0,0,0.5,0.5,0.5,31.81980819552372,20.605536868959966,0.029020588973741896,0.013884225216120826,0.9,0.1
495,0.03698306029801575,0.27315577656102413,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.47925807671060916,1.7545229419797421,0.0,0.0,0,0.5,0.5,0.5,31.624914755998013,17.393621367644243,0.029141560422687993,0.01693560398292543,0.8,0.1
417,0.03698306029801575,0.27315577656102413,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.47925807671060916,1.7545229419797421,0.0,0.0,0,0.5,0.5,0.5,31.50407005326742,20.58188463850874,0.02861656664352652,0.015144149883500359,1.0,0.1
54,0.03698306029801575,0.27315577656102413,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.47925807671060916,1.7545229419797421,0.0,0.0,0,0.5,0.5,0.5,31.80766968967292,22.91684556975971,0.028708351765624928,0.018107717199403968,1.0,0.1
174,0.036205997523847636,0.24641651579936039,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.40312500111694405,1.6359496026848312,0.0,0.009358914365933552,0,0.5311963812197785,0.5,0.5,22.293948552023487,20.105903660873533,0.029237914325719448,0.015038386897858214,1.0,0.2
346,0.03441048883336004,0.2344267721154836,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.3835103847009913,1.6359496026847393,0.0,0.008423022929340197,0,0.5280767430978006,0.5,0.5,31.77582148215892,16.78886585252384,0.027707339201757233,0.014694904220225584,0.9,0.2
132,0.0339773221899637,0.23358720527643964,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.40554861899753103,1.7361765106850908,0.0,0.006083294337856809,0,0.520277647792856,0.5,0.5,28.250309849727437,23.374945199452494,0.02861215861964013,0.01879326255146476,0.8,0.3
229,0.032982153876745766,0.22276926660913393,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.39085378903371826,1.754522941979702,0.0,0.011230697239120261,0,0.5374356574637342,0.5,0.5,26.024085376318826,16.426055097368597,0.029908889694928678,0.012357780738634326,0.8,0.1
71,0.03292948464065038,0.2225311461209229,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.386353348791002,1.7361765106851987,0.0,0.007955077211043519,0,0.5265169240368117,0.5,0.5,21.938974595027545,19.197222903012303,0.028698631791226187,0.016876224130805195,1.0,0.3
338,0.03283193024977303,0.2225311461209229,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.386353348791002,1.7361765106851987,0.0,0.007487131492746842,0,0.5249571049758228,0.5,0.5,26.262351737575408,22.794727458080324,0.02768402986625374,0.017075767974879724,1.0,0.3
307,0.03131549576952224,0.2102846786091466,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.3440151364213495,1.6359496026848726,0.0,0.008890968647636874,0,0.5296365621587896,0.5,0.5,28.7632772509832,23.912795760709788,0.0291361068459741,0.014939124203418192,0.7,0.2
8,0.031071230449567784,0.2078774998341739,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.3647258425804045,1.7545229419795323,0.0,0.01169864295741694,0,0.5389954765247231,0.5,0.5,22.51408436925785,18.96144773693506,0.028965555368630602,0.012669778220491134,1.0,0.1
342,0.030508927080157285,0.2050226072444439,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.359716868034865,1.7545229419796744,0.0,0.010762751520823585,0,0.5358758384027453,0.5,0.5,30.542695607844863,19.835153651767317,0.02932648430815743,0.013329643108188214,1.0,0.1
467,0.02893609663944022,0.19167291330934605,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.3135672263738787,1.635949602684883,0.0,0.009358914365933552,0,0.5311963812197785,0.5,0.5,31.394084611783597,22.80730964630895,0.027466650948460118,0.0139295267090742,0.8,0.2
157,0.02873534065912455,0.18992701077265348,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.33323129770228554,1.7545229419799073,0.0,0.012166588675713618,0,0.540555295585712,0.5,0.5,26.03023529311429,21.97247480573636,0.029337708250555827,0.011151697074497594,0.9,0.1
378,0.02817446019309698,0.18469895896769525,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.30215818853949195,1.6359496026847713,0.0,0.010294805802526907,0,0.5343160193417563,0.5,0.5,20.081208433105658,17.08391620544541,0.027617377471358055,0.013956919784264058,0.7,0.2
278,0.02812648063719246,0.18682756780813717,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.3056404853262862,1.635949602684782,0.0,0.008423022929340197,0,0.5280767430978006,0.5,0.5,23.37627606048234,16.389265063437247,0.02795314614975012,0.01597518771010186,0.7,0.2
439,0.028074011441720316,0.18755619459965966,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.3256306594974223,1.7361765106851512,0.0,0.006551240056153486,0,0.5218374668538449,0.5,0.5,20.654829572183036,18.364336409936534,0.02954576890862981,0.018979125603569895,0.7,0.3
465,0.027594766095024176,-0.0451679162501767,0.6355005781888472,0.9519248499529009,1.4979134286011997,-0.13245198332211272,2.932435107001301,0.033816425120772944,0.057557323350491345,1,0.6918577445016378,0.6127214170692432,0.5724779663677696,25.408038122592874,23.79643832134601,0.014403249304517226,0.010955770053373856,0.7,0.0
497,0.02673274025716254,0.13757587078371003,0.09083482329240733,0.13056099751631578,1.4373452029077605,0.39946428531782985,2.9035926361378284,0.0,0.024801123069723912,1,0.5826704102324131,0.5,0.5724779663677696,20.02157488007439,17.421666307975705,0.024882596903789637,0.017020084481589356,1.0,0.1
123,0.02470545471409829,0.1600523952880087,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.27787920917794473,1.7361765106852092,0.0,0.007955077211043519,0,0.5265169240368117,0.5,0.5,23.999700723981103,18.783688450357204,0.02825030700098881,0.016701335095211857,0.8,0.3
437,0.024668978990886305,-0.16538497474733557,1.1134345065074571,1.537348196847721,1.3807262015526771,-0.5434541707951213,3.2859948228391076,0.022795893719806764,0.04866635470285447,1,0.6622211823428482,0.5759863123993558,0.5724779663677696,21.677962265710804,18.516029345457355,0.01513706047870446,0.012769676569448454,0.8,0.0
73,0.024632264209834928,0.1600523952880087,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.27787920917794473,1.7361765106852092,0.0,0.007487131492746842,0,0.5249571049758228,0.5,0.5,29.74641494972137,19.65169460376138,0.029850783895553346,0.016675777325863533,0.8,0.3
419,0.02457975131155812,0.16077191518615513,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.279128422724062,1.7361765106851148,0.0,0.006551240056153486,0,0.5218374668538449,0.5,0.5,28.53673818607003,17.99741793550512,0.02744414608447654,0.018284818026986324,0.7,0.3
277,0.02190027902266307,0.14898136712571008,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.2437260083567594,1.6359496026849052,0.0,0.0,0,0.5,0.5,0.5,31.34279364883085,16.18541038573081,0.029535426561816198,0.015054444630237716,0.9,0.2
124,0.02088027057819395,0.1343513694396278,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.2332576917994711,1.736176510685199,0.0,0.004679457182966776,0,0.5155981906098892,0.5,0.5,25.27322354616301,21.54938939186746,0.02821991645522968,0.019451935395632107,1.0,0.3
421,0.020527542233910658,0.12877576763963489,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.22357746292136493,1.73617651068501,0.0,0.007487131492746842,0,0.5249571049758228,0.5,0.5,29.053374171400314,19.222806186414566,0.028521310537776533,0.016947036157275448,0.7,0.3
118,0.020527542233910658,0.12877576763963489,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.22357746292136493,1.73617651068501,0.0,0.007487131492746842,0,0.5249571049758228,0.5,0.5,28.264135894545124,16.994829265397666,0.029311962227145105,0.016997336849757173,0.7,0.3
127,0.019485204180002342,0.11006362976990987,0.04661459184910642,0.06436198834074425,1.380726201552659,0.34057734541832474,3.094367741008617,0.0,0.017781937295273748,1,0.5592731243175791,0.5,0.5724779663677696,26.590635669023982,17.62846590680219,0.024536649739957846,0.019276727608444476,0.7,0.0
295,0.018375871993206654,0.08395747184059946,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.20118601299967676,2.3962847926346074,0.0,0.024801123069723912,1,0.5826704102324131,0.5,0.5724779663677696,29.394096487296725,22.169394152701148,0.023818163202791426,0.01690239911563607,0.7,0.2
494,0.01763252464288406,0.10425625568949823,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.17055798007263867,1.6359496026847915,0.0,0.012166588675713618,0,0.540555295585712,0.5,0.5,21.63742002628988,18.414121229803754,0.029105986789336673,0.011575038860168458,0.7,0.2
58,0.017032952417344052,0.10055116564832972,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.16449663949187343,1.6359496026847493,0.0,0.011230697239120261,0,0.5374356574637342,0.5,0.5,22.317557459932505,16.18931547761161,0.027867983577809105,0.013282619511977066,0.8,0.2
416,0.016352608023306577,0.09513531499061413,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.15563658076018783,1.635949602684793,0.0,0.01169864295741694,0,0.5389954765247231,0.5,0.5,27.669544587557773,20.258246378963292,0.029636361954876195,0.011683773646030845,0.8,0.2
95,0.015165577048160466,0.08665275497720976,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.1417595400765137,1.635949602684847,0.0,0.011230697239120261,0,0.5374356574637342,0.5,0.5,28.90265817725991,19.484595944031156,0.02758054530238961,0.012683955380492254,1.0,0.2
45,0.01475775977778621,0.0839371881365317,0.10488346022237793,0.19048654548448063,1.8161733516476646,0.1373170095824383,1.6359496026847997,0.0,0.010762751520823585,0,0.5358758384027453,0.5,0.5,26.74950817123579,19.50547658406168,0.029742059399291042,0.0130251714297889,1.0,0.2
32,0.014741770447182166,0.0833707299775444,0.11054933537984087,0.24412448098538597,2.2082853790716057,0.14474630306569036,1.736176510685192,0.0,0.009358914365933552,0,0.5311963812197785,0.5,0.5,22.2018564294468,17.121458376758195,0.028195896333596197,0.014626280684009674,1.0,0.3
