trial,final_score,score_test,score_train,train_return_pct,train_dd_pct,test_return_pct,test_dd_pct,train_trend_share,test_trend_share,test_active_btc_trades,pen_share_test,pen_share_train,pen_btc_active,pen_balance_test,pen_balance_train,adx_on,adx_off,vol_on,vol_off,w_trend_btc,w_range_btc
77,1.5648539019188266,3.0056558290419857,-0.5963489887659117,-2.4852318905349335,4.1674119305172095,7.111980121386785,2.3661991012635792,0.44596883468834686,0.46447322366118304,31,1.0,1.0,1.0,1.0,1.0,27.806945474586776,25.88746649052478,0.010555889553804737,0.01110960353178427,0.9,0.1
32,1.4638288675796105,2.859496667387994,-0.6296728321329639,-2.4315075236926,3.861541104538482,7.772224632189539,2.718039409113589,0.4190379403794038,0.440322016100805,29,1.0,1.0,1.0,1.0,1.0,30.26581180661615,25.291577454142253,0.010439767386044822,0.01268988287164617,0.9,0.1
213,1.338165085013377,2.0059991344025954,0.9435210438278676,3.4248730259630378,3.629885150275311,6.237166751256273,3.109256950459133,0.4439363143631436,0.44697234861743085,23,1.0,1.0,0.92,1.0,1.0,26.047807099350642,26.8162017038331,0.016018003701170395,0.013816984227215124,1.0,0.1
485,1.321562579268629,1.586096254622425,0.9247620662379347,4.313463686630703,4.66440379002406,4.491249111609297,2.8316371711491444,0.5040650406504065,0.5208260413020651,41,1.0,1.0,1.0,1.0,1.0,27.19738570878471,22.322903462998386,0.01898389183707617,0.014411475196659997,1.0,0.1
392,1.3198632307116638,1.5043773705212022,1.043092020997356,3.52634281169113,3.3806632020053273,4.111793664548791,2.7332195665268686,0.4969512195121951,0.5064753237661883,35,1.0,1.0,1.0,1.0,1.0,26.566871901639537,23.407823968383646,0.018375883553778418,0.014389090944000952,0.9,0.1
332,1.2301426999628458,2.330511735275729,-0.15879196282340835,-0.5826969214120736,3.66956180307493,5.083159479039634,2.1811344702103512,0.4388550135501355,0.46062303115155756,24,1.0,1.0,0.96,1.0,1.0,26.27383324060589,27.918168560108498,0.011503336649919663,0.010044188630337486,0.8,0.1
22,1.167274899855434,2.2541265633218077,-0.46300259534412636,-1.8768783221489338,4.053710154160033,5.98865517406586,2.656751963936151,0.4178523035230352,0.4791739586979349,33,1.0,1.0,1.0,1.0,1.0,30.73812004071009,25.498048618983816,0.008747827419588156,0.014663022795670458,0.9,0.2
362,1.0679475576351751,1.490060966914738,0.43477744371583094,1.418416208885831,3.2623960359197084,3.6800309182722923,2.469718353801335,0.4993224932249323,0.5061253062653133,30,1.0,1.0,1.0,1.0,1.0,24.37212952185227,25.74697885538965,0.018000038518499448,0.011549824753732028,0.8,0.2
70,1.064728219675018,1.5698851459757006,0.5334324255541849,1.8076757410548705,3.3887623894945444,4.7559959179568345,3.029518388748708,0.4400406504065041,0.45327266363318164,24,1.0,1.0,0.96,1.0,1.0,26.439943850605523,26.294154746944322,0.01964699502987534,0.01416035337894468,0.9,0.2
282,1.007739101376882,1.135266197507976,0.8164484571802413,3.000680830392377,3.6752850764833265,2.89018624082531,2.545822510323623,0.5262533875338753,0.5407770388519426,42,1.0,1.0,1.0,1.0,1.0,23.636398895705824,24.750708235459342,0.01529079081262428,0.011597668992968355,0.8,0.2
422,0.9964876576237248,1.6117488760913325,0.07359582992231285,0.2857825211499687,3.883134702762893,4.011405263268886,2.488852527074182,0.5276084010840109,0.5463773188659433,43,1.0,1.0,1.0,1.0,1.0,23.072978235328023,25.95898315796977,0.019282168019912685,0.010316161726368197,0.8,0.3
403,0.9773951048003708,2.07133395127237,0.04832934427032875,0.16891346705960597,3.495049842075107,6.519542029611047,3.1475088918453986,0.43191056910569103,0.43752187609380466,22,1.0,1.0,0.88,1.0,1.0,26.59092200209143,26.964604038426057,0.01871601002940388,0.012824364134136316,1.0,0.2
33,0.9384078117608571,1.8618949259428696,-0.02108018498927763,-0.08292148100353947,3.933622074271038,5.8615588116127215,3.1481684223637965,0.43191056910569103,0.4357717885894295,23,1.0,1.0,0.92,1.0,1.0,25.793688537239532,27.91047945947738,0.015258424576245704,0.013349939201209693,0.9,0.3
396,0.9229197162218781,1.6727344275185871,0.7608803464697036,2.3465044434450855,3.0839335702811685,4.8388254849500045,2.892763731854402,0.4134485094850949,0.423871193559678,21,1.0,1.0,0.84,1.0,1.0,27.615137407342814,26.698096899588023,0.018126609723796275,0.014804317414077471,0.8,0.1
472,0.7428420798652164,1.611668563060614,-0.5603976449278799,-3.26055507687798,5.818288328634207,6.100094224528507,3.7849557684144552,0.39007452574525747,0.5446272313615681,41,1.0,1.0,1.0,1.0,1.0,33.74746930349956,25.945564517664867,0.01237258416361937,0.006815187854004527,1.0,0.1
333,0.7109369488270899,1.463977502710028,-0.41862388199731704,-1.7857705496692522,4.265811451437205,3.9657295000149695,2.708873252952212,0.45562330623306235,0.4585229261463073,27,1.0,1.0,1.0,1.0,1.0,27.33747074989461,25.564332038416424,0.015551117334512754,0.011139676179969766,0.9,0.3
219,0.6956817809076761,1.531603088927791,0.16745428422337935,0.6120403181860912,3.6549695997604124,5.177964001473501,3.38074794893393,0.40565718157181574,0.4168708435421771,21,1.0,1.0,0.84,1.0,1.0,27.47485699784649,27.198480917585286,0.01878487373706035,0.013374787610573497,1.0,0.2
475,0.6835070083085779,1.5860272095967025,-0.17247118529969602,-0.7416607799824226,4.300201095583993,5.340275076329015,3.3670765823033695,0.43089430894308944,0.43892194609730484,22,1.0,1.0,0.88,1.0,1.0,25.393395946699826,28.53676512795968,0.01621040664516364,0.012497096945916691,1.0,0.2
109,0.6711341918246201,1.637406462923952,-0.7782742148243775,-3.3908941122372305,4.3569400702841055,4.972816784082834,3.0370081569134446,0.3656842818428184,0.43612180609030454,27,1.0,1.0,1.0,1.0,1.0,32.84464793763317,27.016608482724905,0.012387319165085448,0.008357418583699728,0.8,0.1
39,0.6686250838718956,1.6423220142466035,-0.6497214006236609,-2.5623451054534008,3.9437597453213513,4.037745712062324,2.458559087095105,0.39413956639566394,0.40742037101855094,24,1.0,1.0,0.96,1.0,1.0,31.463525892992408,25.92415813986041,0.010686037198883055,0.012489495221809893,0.8,0.3
57,0.6328197547718577,1.4098915156907121,-0.07190159826534999,-0.2922382783046684,4.064419781409791,4.315412436211252,3.0608116923784117,0.4114159891598916,0.40987049352467625,22,1.0,1.0,0.88,1.0,1.0,29.235262732996315,26.18320802709254,0.01968763194803205,0.01055584672937283,0.9,0.1
347,0.6214695061189596,1.4684642860613815,-0.0007778274801118262,-0.002726994969015628,3.5059123504142273,4.4351768297704375,3.0202823942461534,0.4054878048780488,0.4165208260413021,21,1.0,1.0,0.84,1.0,1.0,27.063838969228595,27.60445955629521,0.019931128713002122,0.014353491462879356,0.9,0.3
140,0.5994479930919823,1.544504059517383,-0.8181361065461187,-4.341246773212781,5.306264738198623,5.7429063385137535,3.7182850398646807,0.45494579945799457,0.5393769688484424,36,1.0,1.0,1.0,1.0,1.0,28.336818648299037,26.55700543676842,0.017862002847273992,0.007215184579030753,0.9,0.1
94,0.5599582982131522,1.7029068539689503,-0.36702317855830013,-1.429343072402267,3.894421812858944,4.848298742088453,2.8470721876470018,0.41565040650406504,0.41792089604480226,20,1.0,1.0,0.8,1.0,1.0,27.74431389988314,27.446602197054126,0.01921161685291082,0.010416697084967607,0.8,0.1
312,0.5587209490112129,0.7602913277309802,0.37519058276120415,1.3785484059977815,3.6742617467965073,2.4667864850834498,3.244527979091052,0.4186991869918699,0.43157157857892897,24,1.0,1.0,0.96,1.0,1.0,25.030754788230567,29.681115436895666,0.018076542221782455,0.012756635659071657,0.8,0.1
182,0.5336417229531597,1.3776834812156862,-0.3437665604303224,-1.2040447940861565,3.5025070285456192,3.6153729272468293,2.624240601372803,0.39498644986449866,0.3990199509975499,22,1.0,1.0,0.88,1.0,1.0,29.884421825582784,26.25948894647286,0.015009742125317178,0.012084083604119259,0.8,0.3
465,0.531517534194348,1.2658768662232092,-0.015604081242593722,-0.056795921130281535,3.6398119342809108,3.7252045349522422,2.942785854098534,0.37720189701897017,0.3888694434721736,21,1.0,1.0,0.84,1.0,1.0,29.821915155060072,26.81234417495756,0.01969204981896369,0.01291789744452089,0.9,0.3
250,0.5275215896516467,0.731356623364524,0.2217690390823308,0.8529663392118136,3.846192158929604,2.0507759997171693,2.8040711387596446,0.4981368563685637,0.5068253412670634,34,1.0,1.0,1.0,1.0,1.0,23.464856410405698,26.575393788952578,0.014202227144569339,0.012482485566107903,0.8,0.3
319,0.5270902695666779,1.390265317433835,-0.7676723022340575,-3.8131891521994588,4.967209499551341,4.742951685570507,3.411544275825777,0.4508807588075881,0.5253762688134407,35,1.0,1.0,1.0,1.0,1.0,28.743868168819503,24.905668205750374,0.016511967725142986,0.0085104457205063,0.9,0.2
463,0.4989217717202752,0.840672139497501,-0.01370377994556349,-0.06713171321774958,4.898773439475948,2.498657096255097,2.972213516851684,0.4950880758807588,0.5194259712985649,37,1.0,1.0,1.0,1.0,1.0,28.737102863247447,21.484368292515445,0.01747709795061265,0.014686699948642237,0.9,0.2
195,0.4931333683237663,1.5655444300470776,-0.6011037470980881,-2.5103969730714604,4.176312300814544,4.032627607058692,2.5758627667548386,0.4280149051490515,0.4301715085754288,21,1.0,1.0,0.84,1.0,1.0,26.837606502248903,27.69180154462252,0.018545881697574446,0.010337030797320026,0.8,0.3
335,0.491484716959325,1.4752423746247527,-0.4714919740710402,-2.0715419227323117,4.393588940328792,4.437701256478799,3.0081167222488348,0.4090447154471545,0.41302065103255164,21,1.0,1.0,0.84,1.0,1.0,28.638388718069184,26.7824382312096,0.014511542521267285,0.011277632373022454,0.9,0.2
54,0.49136517663034285,2.056988905033721,-0.4288809752498525,-2.2105830522383907,5.154304293750905,5.187651785974268,2.5219639120461004,0.39109078590785906,0.4102205110255513,17,1.0,1.0,0.68,1.0,1.0,27.953685224779168,29.17258229800518,0.015925285887759162,0.009836671884275224,0.9,0.2
266,0.48257579916324206,1.029169159010183,-0.33731424060716947,-1.5020175806125136,4.452873314535624,3.0647213919439364,2.9778597280270938,0.47679539295392953,0.4872243612180609,31,1.0,1.0,1.0,1.0,1.0,26.847231154680006,24.362094207553714,0.015189102037414548,0.012606076916738002,0.9,0.3
352,0.4759042001326231,1.177232846356433,0.14880466489761568,0.596517021324261,4.008725275747851,3.6067119856627583,3.0637201440867265,0.34434281842818426,0.3745187259362968,22,1.0,1.0,0.88,1.0,0.9464571978198139,32.54954447759391,25.781262739338185,0.019215363090092967,0.0144755134077632,0.9,0.2
207,0.4753735191093196,1.415530929946973,-0.9348625971471601,-4.260191695966997,4.5570244322186575,4.829146441314869,3.411544275825731,0.43360433604336046,0.5414770738536927,41,1.0,1.0,1.0,1.0,1.0,33.106500658032644,23.60158802920262,0.008847977055414152,0.008432157807205782,0.9,0.2
47,0.45913072350643963,1.3590027077418916,-0.4117653870577081,-1.4125161186022583,3.430390613197163,4.130371819601142,3.0392668065129436,0.3883807588075881,0.39061953097654883,21,1.0,1.0,0.84,1.0,1.0,29.763750612657155,26.745455480602754,0.01624343983562098,0.01272851755739117,0.9,0.2
368,0.4539485740538756,1.0339526765890177,-0.005321113460809904,-0.019797002108079553,3.7204623156196215,3.1401227126632403,3.0370081569133522,0.34197154471544716,0.45572278613930695,40,1.0,1.0,1.0,1.0,0.9256820319849483,43.14311718774148,19.180175915996447,0.01933392382259222,0.009348126320270501,0.8,0.1
253,0.4523641913031082,0.4775819045071164,0.7297590365471982,2.672411383425688,3.662046305133826,1.3834182831936381,2.8967141973718227,0.38973577235772355,0.4284214210710536,32,1.0,1.0,1.0,1.0,1.0,34.15112588004531,22.070906336999805,0.018821218849857088,0.01429358671816963,0.8,0.1
50,0.4470865391770997,1.1527528771959115,-0.40857597465167794,-1.6222338672013281,3.970458293795484,3.455539248861461,2.9976409664377606,0.4009146341463415,0.4126706335316766,23,1.0,1.0,0.92,1.0,1.0,30.555909801525218,25.729228746087372,0.013658094778238802,0.011177006149705133,0.9,0.2
193,0.4255141306248338,1.1492390897909288,-0.6600733081243086,-3.2607286248299117,4.939949221845876,3.274814579048413,2.8495502877857835,0.50829945799458,0.5215260763038152,36,1.0,1.0,1.0,1.0,1.0,26.407484411026932,23.700589185738576,0.019426657861897297,0.010342782672927828,1.0,0.2
137,0.42411488927316104,1.113952127794511,-0.6106409685088638,-2.469165795435735,4.043563931626204,2.974372010057036,2.6701075709114437,0.4757791327913279,0.48127406370318515,30,1.0,1.0,1.0,1.0,1.0,26.751057066377854,24.941866175995543,0.017572547499228864,0.011167683346000995,0.8,0.3
405,0.4206881587923872,1.2209456055734784,-0.7796980113792499,-3.880168589341948,4.976501841370749,4.165309991788657,3.4115442758256296,0.45291327913279134,0.5271263563178159,35,1.0,1.0,1.0,1.0,1.0,28.818828052662635,24.587450357889722,0.01866741743843897,0.008647059299762892,0.9,0.2
351,0.3998565710872132,0.9984016921829487,-0.49796111055639025,-1.942864922115517,3.9016398689140255,2.6179063176269946,2.62209723613658,0.4568089430894309,0.4658732936646832,36,1.0,1.0,1.0,1.0,1.0,31.214414035817448,22.292313608793243,0.01188649570802431,0.01057720437553064,0.8,0.1
254,0.3957771233458539,1.430020622724548,-0.5990265460170803,-3.390891829531273,5.660670386107708,4.622361139668252,3.2323737617584105,0.3609417344173442,0.3713685684284214,20,1.0,1.0,0.8,1.0,1.0,31.024223765793597,26.97876657222696,0.012922001316139867,0.01481109938432486,1.0,0.2
252,0.39267348575849403,1.4090137716724216,-0.8458505717696928,-4.236960916661781,5.0091127890322165,4.111364946890017,2.9179025993550467,0.4059959349593496,0.4053202660133007,22,1.0,1.0,0.88,1.0,1.0,30.033543150667505,26.097400784975775,0.014789962934971158,0.01009344029184175,0.9,0.2
122,0.3923257382188165,1.3313402756630164,-0.8382032944644667,-3.355383465012407,4.003066424543443,4.043291276815886,3.037008156913378,0.40176151761517614,0.4585229261463073,23,1.0,1.0,0.92,1.0,1.0,27.330971697855063,29.82965282251152,0.018357388039828386,0.00872623776061628,0.8,0.1
