strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason,state
BTC_TREND,BTC/USDT:USDT,short,1770386400000,1770390000000,66364.01632440061,68781.52881150032,0.00611297981252624,-15.030481088430262,sl,TREND
SOL_BBRSI,SOL/USDT:USDT,short,1747159200000,1747162800000,178.03927438731347,182.37995868143972,2.246695294487803,-9.998046295457634,sl,RANGE
SOL_BBRSI,SOL/USDT:USDT,short,1747843200000,1747846800000,171.55560831549252,169.46945,2.30810747238077,4.580385374226424,tp,RANGE
SOL_BBRSI,SOL/USDT:USDT,short,1756911600000,1756915200000,209.37255133395826,209.60320000000002,1.8998156902359649,-0.6771144235283292,tp,RANGE
SOL_BBRSI,SOL/USDT:USDT,long,1759064400000,1759068000000,199.1604259516743,201.6289,1.995710688605232,4.684924272271148,tp,RANGE
SOL_BBRSI,SOL/USDT:USDT,short,1760911200000,1760914800000,189.87595999976563,188.59705,2.1029979951177764,2.4515736346221213,tp,RANGE
SOL_BBRSI,SOL/USDT:USDT,short,1766048400000,1766052000000,130.80150782173195,123.80725,3.060036956904731,21.175374564300103,tp,RANGE
SOL_BBRSI,SOL/USDT:USDT,long,1766584800000,1766588400000,121.88334202332638,122.53139999999999,3.3531700919804894,1.9265274497662492,tp,RANGE
SOL_BBRSI,SOL/USDT:USDT,short,1766934000000,1766937600000,123.95616870938099,124.19485,3.3030505603711253,-1.034509492061859,tp,RANGE
SOL_BBRSI,SOL/USDT:USDT,long,1771434000000,1771437600000,83.21936735128988,81.55029725354724,4.914564326286162,-8.44322286944509,sl,RANGE
SOL_BBRSI,SOL/USDT:USDT,short,1771678800000,1771682400000,85.25385618255531,86.48164726668371,4.757285407357804,-6.087803334935683,sl,RANGE
