month,equity_end,equity_start,pnl,ret_pct
2025-02,990.2700421876957,1000.0,-9.729957812304292,-0.9729957812304346
2025-03,995.1276011023361,990.2700421876957,4.857558914640435,0.49052871516834795
2025-04,1036.3811922899888,995.1276011023361,41.25359118765266,4.145557930656807
2025-05,1063.069342422921,1036.3811922899888,26.68815013293215,2.5751287587496563
2025-06,1060.1179221744114,1063.069342422921,-2.951420248509521,-0.2776319597160737
2025-07,1056.9272488733307,1060.1179221744114,-3.1906733010807784,-0.3009734327041991
2025-08,1061.2637844993365,1056.9272488733307,4.336535626005798,0.4102965110066359
2025-09,1071.2316007478196,1061.2637844993365,9.967816248483132,0.9392402147394119
2025-10,1064.90778934229,1071.2316007478196,-6.323811405529568,-0.5903309238744381
2025-11,1089.4639435448319,1064.90778934229,24.556154202541848,2.3059418334904214
2025-12,1141.9812765429276,1089.4639435448319,52.51733299809575,4.820474629680538
2026-01,1154.891556463184,1141.9812765429276,12.910279920256471,1.130515901218554
2026-02,1154.5955822175813,1154.891556463184,-0.2959742456027925,-0.025627882024625848
