timestamp,state,adx,atr,atrp
1761955200000,RANGE,0.0,378.6999999999971,0.0034527716994893973
1761958800000,RANGE,7.1428571428571415,376.9357142857116,0.0034367172775618994
1761962400000,RANGE,7.244979903224097,379.22602040816076,0.003455730774106768
1761966000000,RANGE,10.522479399051225,390.2598760932919,0.003541889220797664
1761969600000,RANGE,14.35762209319447,395.94845637234204,0.00359176015867797
1761973200000,RANGE,17.222543196602317,391.55213806003144,0.003556906911926101
1761976800000,RANGE,18.77912823305317,380.4055567700292,0.003459666523304472
1761980400000,RANGE,20.56503015394107,372.3408741435985,0.00338426479754446
1761984000000,RANGE,22.29356603877214,360.49509741905575,0.0032712981869144095
1761987600000,RANGE,23.01690468493667,354.60259046055177,0.003225070148497223
1761991200000,RANGE,22.556935312029683,353.65954828479875,0.003211708669016305
1761994800000,RANGE,22.457710268953395,345.4767234073125,0.0031380387109041473
1761998400000,RANGE,22.365572728953985,335.2783860210767,0.00304837053064957
1762002000000,RANGE,21.266158787517952,336.5442155909998,0.0030620566455277537
1762005600000,RANGE,20.24527441332735,331.019628763071,0.0030120788004363254
1762009200000,RANGE,20.242247636342476,339.93251242285186,0.003083198604873617
1762012800000,RANGE,20.83447619649819,339.665904392648,0.003076182365127497
1762016400000,RANGE,21.310847156019985,337.696911221745,0.0030658441790802106
1762020000000,RANGE,21.75319161843308,326.7828461344771,0.002963089519692043
1762023600000,RANGE,22.163940047816666,312.3983571248712,0.002833671130280359
1762027200000,RANGE,23.27053535452443,306.04133161595144,0.0027734122919514975
1762030800000,RANGE,21.63641953796861,325.85980792909777,0.0029674632293251197
1762034400000,RANGE,20.119026279738208,319.5983930770192,0.0029041462719063254
1762038000000,RANGE,18.97559699709938,310.59136500008924,0.0028222570597014763
1762041600000,RANGE,17.62250190577538,305.11341035722637,0.0027753174998064946
1762045200000,RANGE,16.366056463831665,296.3338810459957,0.0026954611826654792
1762048800000,RANGE,16.055915304769986,302.19574668556805,0.0027477611313221724
1762052400000,RANGE,15.767927085641283,289.3603362080275,0.0026301300811964233
1762056000000,RANGE,17.796040763140212,323.6988836217392,0.0029261974093683766
1762059600000,RANGE,19.679289177960648,331.72039193447216,0.0030031767431927697
1762063200000,RANGE,21.4421369953338,338.1975067962952,0.003057650119760008
1762066800000,RANGE,23.737587909688788,357.6191134537031,0.0032264998538742823
1762070400000,RANGE,25.86907804444699,353.11060534986717,0.0031869216971302967
1762074000000,TREND,26.637896095854686,366.0884192534472,0.003308409547728975
1762077600000,RANGE,26.530095176832997,375.83924644962894,0.0034030556071631365
1762081200000,TREND,27.398321214588314,402.7864431317987,0.0036240444107202507
1762084800000,TREND,28.233992163557208,414.73026862238453,0.0037471382935762507
1762088400000,TREND,26.828011239477625,427.47810657792826,0.0038681285766451546
1762092000000,RANGE,25.52245752426087,431.2653846795048,0.003907444080734698
1762095600000,RANGE,23.893494027786335,435.4607143452545,0.003956198203381055
1762099200000,RANGE,23.083311995014334,433.64923474916526,0.003939583272382399
1762102800000,RANGE,21.857873962651134,420.48143226708225,0.0038173460626225123
1762106400000,RANGE,20.48230597452686,402.8613299622909,0.0036524245302778785
1762110000000,RANGE,19.881191056112822,401.9355206792697,0.0036495035668204154
1762113600000,RANGE,19.518439722740915,397.0829834878933,0.0036083921065234027
1762117200000,RANGE,19.18159919889557,380.5770560959009,0.0034615505160886387
1762120800000,RANGE,20.19202767408938,393.91440923190817,0.0035854208162692247
1762124400000,RANGE,18.7515041730377,425.89909428677163,0.003854290446034132
1762128000000,RANGE,17.813381523881727,467.7134446948596,0.004263405090186699
1762131600000,RANGE,17.791098693531215,471.9124843595125,0.004305154137222246
1762135200000,RANGE,18.930050645993287,515.2901640481186,0.0047270770827159666
1762138800000,RANGE,20.896938028156242,569.726580901824,0.005279856216138944
1762142400000,RANGE,23.100256427640556,566.0889679802654,0.0052482317164051495
1762146000000,RANGE,25.225519644747997,574.5968988388177,0.005342066057883705
1762149600000,TREND,27.52404552537346,584.1256917789021,0.005436043372701134
1762153200000,TREND,29.325343859848342,582.5024280804087,0.005422137756914325
1762156800000,TREND,31.269826934429013,595.5451117889513,0.005536920810727437
1762160400000,TREND,32.44225130119336,612.6347466611693,0.005716124104153045
1762164000000,TREND,33.86756960604795,632.3751218996572,0.0059136734474561714
1762167600000,TREND,34.43175745070564,653.7483274782525,0.006067455685215904
1762171200000,TREND,34.08056695844188,646.687732658378,0.006003725896058261
1762174800000,TREND,33.93923084264259,636.3100374684935,0.005899773465146579
1762178400000,TREND,33.172997616443766,659.3593205064583,0.006104907564353235
1762182000000,TREND,34.33084186357895,800.7836547559973,0.007575151470704786
1762185600000,TREND,35.545318636870256,850.3276794162839,0.007973583658167138
1762189200000,TREND,34.897267984434635,876.9328451722639,0.008162343909254815
1762192800000,TREND,34.295506664315845,870.6519276599594,0.008143920930854316
1762196400000,TREND,34.08820939887531,876.3053613985339,0.00818666339126027
1762200000000,TREND,34.028998849280114,874.9764070129241,0.00820727162311309
1762203600000,TREND,34.20120947767667,886.0138065120011,0.008292251512535528
1762207200000,TREND,34.59969240731521,899.9413917611439,0.00845471866746031
1762210800000,TREND,34.969712270551,887.1884352067761,0.008327858657413563
1762214400000,TREND,35.487947454687415,892.332118406292,0.00838437364609212
1762218000000,TREND,34.92004877511438,901.2655385201289,0.008424333622350798
1762221600000,TREND,34.39271428693942,892.0822857686909,0.008381971082693774
1762225200000,TREND,34.20123225229858,900.7049796423561,0.008410100838879869
1762228800000,TREND,33.882150545846855,878.4403382393307,0.008233098631810043
1762232400000,TREND,35.62917519849891,997.9445997936642,0.009579970795725678
1762236000000,TREND,37.25500136345356,1001.5414140941169,0.009565482538765267
1762239600000,TREND,38.7646970880543,974.674170230252,0.009332732361992184
1762243200000,TREND,40.47160596818793,969.1831580709485,0.009317062075773569
1762246800000,TREND,42.10345898567925,936.3057896373099,0.009018557999355711
1762250400000,TREND,43.63906692790645,904.1053760917878,0.008711304742500025
1762254000000,TREND,43.6833190232693,905.3335635138021,0.008660147613203363
1762257600000,TREND,43.72441025467766,898.2097375485309,0.008643838060657596
1762261200000,TREND,43.99218567938748,882.266184866493,0.008493937955836115
1762264800000,TREND,44.71673845949898,945.1043145188863,0.009047497609320347
1762268400000,TREND,45.04402438432796,995.875434910394,0.009653706865849949
1762272000000,TREND,46.023057986760435,1020.455760988223,0.009982438373630576
1762275600000,TREND,47.56424409464806,1053.7232066319211,0.010426420073775129
1762279200000,TREND,49.26314129854881,1086.571549015356,0.010723193525012616
1762282800000,TREND,50.457146795636405,1103.3592955142585,0.01097883054836733
1762286400000,TREND,51.86860745145842,1136.7264886918115,0.011287148705407134
1762290000000,TREND,53.365187598524315,1191.3745966423967,0.011882423897031391
1762293600000,TREND,53.004415038231535,1236.4121254536547,0.012211453660868371
1762297200000,TREND,52.66941194653109,1207.2969736355367,0.011903440930621456
1762300800000,TREND,52.64219589243404,1220.8757612329991,0.012146180490443229
1762304400000,TREND,53.208560501350675,1280.4489211449275,0.012713309356742716
1762308000000,TREND,52.46419039209369,1273.1597124917191,0.012526845829828642
1762311600000,TREND,51.346347973149754,1240.4340187423106,0.01215003985329367
1762315200000,TREND,50.308351441273246,1203.7673031178592,0.011807694564152593
1762318800000,TREND,49.17658075788253,1173.5624957522975,0.01153194769729338
1762322400000,TREND,48.2055995373121,1137.8223174842763,0.01114800570894729
1762326000000,TREND,47.30397411821098,1095.5707233782566,0.010746631517607512
1762329600000,TREND,46.78271981801425,1075.894243136953,0.010584634667662464
1762333200000,TREND,45.915895210583564,1043.0946543414561,0.010231845070193663
1762336800000,TREND,45.36939650399702,1019.5093218884956,0.010059282841245302
1762340400000,TREND,44.66119243148306,998.6372274678889,0.009788123618901655
1762344000000,TREND,42.86617004175762,990.0631397916117,0.009647791720302158
1762347600000,TREND,40.54082772255999,988.0014869493534,0.009599722181245527
1762351200000,TREND,38.106020891643375,1009.9299521672568,0.009793070216017694
1762354800000,TREND,35.40067932624167,1007.3492412981673,0.009718279576192269
1762358400000,TREND,33.182015038273164,1004.7814383482978,0.009674429766639526
1762362000000,TREND,31.121826770873835,977.2113356091338,0.009409599139637657
1762365600000,TREND,29.7850452413357,955.8605259227674,0.009164723761409803
1762369200000,TREND,28.68013353621227,928.2204883568561,0.008929567339754323
1762372800000,TREND,27.05590263771307,927.3761677599374,0.008936506845747701
1762376400000,RANGE,25.305039320220974,887.05644149137,0.008561643204798172
1762380000000,RANGE,23.61627886760747,859.1238385277007,0.008288780774804395
1762383600000,RANGE,22.329530954728074,829.5078500614364,0.00798908842485403
1762387200000,RANGE,20.899964200162525,811.7358607713336,0.007833518884454028
1762390800000,RANGE,20.432529242486783,822.0047278590955,0.007957358945095463
1762394400000,RANGE,19.998482496073596,814.3901044405883,0.00788620357033795
1762398000000,RANGE,18.91472547113914,801.133668409118,0.007733234118713987
1762401600000,RANGE,17.702629883713662,791.0884063798953,0.0076079653167473405
1762405200000,RANGE,17.091722379110386,803.4749487813314,0.00779354700165897
1762408800000,RANGE,16.636872590241847,789.4838810112357,0.007645155671051487
1762412400000,RANGE,16.33415125717091,780.5278895104335,0.0075681828623913395
1762416000000,RANGE,16.053052876462182,758.1901831168313,0.007350101674654727
1762419600000,RANGE,16.072370573482047,736.2551700370581,0.007164803133875614
1762423200000,RANGE,16.37424913608588,730.5940864629825,0.007087703389561827
1762426800000,RANGE,16.585917254003064,720.2445088584836,0.006979925077126058
1762430400000,RANGE,17.337441363003098,737.0913296543066,0.0071898302323120545
1762434000000,RANGE,17.257339041635973,762.2062346789988,0.007380627267611869
1762437600000,RANGE,17.98820491758316,817.7557893447841,0.008010608795539992
1762441200000,RANGE,19.2108420624082,851.7875186772994,0.008353306691640975
1762444800000,RANGE,21.57323177654824,942.3026959146353,0.009345719170170701
1762448400000,RANGE,23.766879368249704,960.0310747778756,0.009434249095204959
1762452000000,RANGE,24.918761756308893,994.4145694365984,0.009781191051448847
1762455600000,RANGE,25.98836683093528,981.3992430482698,0.009684376732297627
1762459200000,TREND,27.50889732664272,984.9064399733934,0.009764590923653407
1762462800000,TREND,28.986080329450235,963.7488371181508,0.009534477872249723
1762466400000,TREND,29.710468282629837,930.0524916097115,0.009175499559104754
1762470000000,TREND,30.29325059309775,892.8987422090185,0.00881427840295414
1762473600000,TREND,31.238996899701355,893.6916891940886,0.008810938099001363
1762477200000,TREND,31.52224416918869,900.3994256802255,0.008871419759910158
1762480800000,TREND,31.649779559212444,885.4994667030658,0.008693120078057155
1762484400000,TREND,30.815055317904285,855.1780762242754,0.00839586946625441
1762488000000,TREND,30.471084040266472,829.551070779685,0.008135238376540623
1762491600000,TREND,29.171184796038116,807.14742286685,0.007881983464205534
1762495200000,TREND,28.25537947082725,798.2297498049323,0.007842628133617725
1762498800000,TREND,27.696246401780684,769.5204819617231,0.007546108801909111
1762502400000,TREND,27.475517996512185,760.2047332501719,0.007492632421254144
1762506000000,TREND,28.09395435379312,759.2329665894458,0.007519160712996291
1762509600000,TREND,28.89149814296014,755.1377546901994,0.0074970687806549295
1762513200000,TREND,30.35069581702558,772.5493436409,0.007697704722361276
1762516800000,TREND,32.12400629850651,817.7958190951215,0.00821041395732452
1762520400000,TREND,33.77065174559594,839.2104034454704,0.00836772049692666
1762524000000,TREND,34.481650566150094,879.2810889136509,0.008727485658979052
1762527600000,TREND,34.350558189997024,882.082439705533,0.008755942860459326
1762531200000,TREND,33.474866017712195,899.719408297995,0.00889774399831083
1762534800000,TREND,31.28978833399602,964.5680219909947,0.009424717713125714
1762538400000,TREND,29.433407552759984,937.4345918487805,0.009140326148117552
1762542000000,TREND,28.393417173001467,936.803549573867,0.009064431429440975
1762545600000,TREND,27.987947770044567,938.4175817471619,0.009047927681060372
1762549200000,TREND,27.611440467298873,910.3520401937932,0.008768037741858926
