side,mode,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
short,mr,1725800400000,1725804000000,130.34413721867412,128.31375,5.436559652127383,10.619770017600972,tp
short,mr,1725904800000,1725908400000,132.3255921348759,134.44461439811724,7.92824461143153,-17.439672713829268,sl
short,mr,1726142400000,1726146000000,135.09463435405172,133.90025,7.8487334414206344,8.743835999561574,tp
long,mr,1726405200000,1726408800000,135.74744572875326,134.86353656822195,7.60088257516023,-7.333538879382525,sl
long,mr,1726664400000,1726668000000,129.28492534886075,127.84576194226337,11.838065789852632,-17.944979014144117,sl
long,mr,1727035200000,1727038800000,143.5885749840648,142.02706895890267,8.44653349680397,-13.9090947842416,sl
short,mr,1727182800000,1727186400000,148.07434796002823,145.6184,5.647778300935872,13.377197333032935,tp
short,mr,1727244000000,1727247600000,152.0398270646241,149.15185,7.451475672626638,20.85285001106878,tp
short,mr,1727470800000,1727474400000,159.39110626094987,157.43015,7.7798629922286295,14.521100045235327,tp
short,mr,1727650800000,1727654400000,159.73444622358807,157.32205000000002,5.96087740403748,13.817331666970226,tp
long,mr,1727748000000,1727751600000,152.96300364001468,155.16625000000002,6.474961371134933,13.663117787086426,tp
long,mr,1727809200000,1727812800000,147.86210069613338,144.88544520334548,9.141170121052422,-28.004767752940232,sl
short,mr,1728093600000,1728097200000,143.6198068615625,142.06755,8.181529345282382,12.002437166686967,tp
short,mr,1728255600000,1728259200000,145.53263764385505,146.86984851740135,5.846702152962444,-8.333496249047101,sl
long,mr,1728500400000,1728504000000,141.4592666033221,139.73768598723672,8.20315626301815,-14.810168857523031,sl
short,mr,1728813600000,1728817200000,147.55085941211257,146.4832,9.620506372289315,9.425878642243566,tp
short,mr,1728889200000,1728892800000,151.52209661358634,153.2833926665844,9.273188260821106,-17.185685336964944,sl
long,mr,1729209600000,1729213200000,148.91649913106113,151.26794999999998,6.161689351246322,13.929670109099536,tp
short,mr,1729368000000,1729371600000,155.93515187757947,157.28308379816676,7.87679966901331,-11.36072211137608,sl
short,mr,1729756800000,1729760400000,172.41524398762218,171.29925,5.2431776505613295,5.3124632945666574,tp
long,mr,1729890000000,1729893600000,168.9986480300252,165.89230017564591,7.060982148345491,-22.636684288376436,sl
short,mr,1730203200000,1730206800000,180.64577862694952,179.17405,6.447298130881036,8.795560115095372,tp
long,mr,1730296800000,1730300400000,175.9010602370078,173.70063571289057,5.103815301544111,-11.762481933546114,sl
long,mr,1730394000000,1730397600000,171.59835394894912,169.22814543272003,5.4435639887702605,-13.45510426783967,sl
long,mr,1730556000000,1730559600000,164.437728898278,162.51297088080668,7.480632247229552,-15.127826755948101,sl
long,mr,1730624400000,1730628000000,162.16656992691054,164.02755000000002,7.447649448609953,13.126955399830363,tp
long,mr,1730660400000,1730664000000,159.61528979261124,162.13119999999998,7.55349819602854,18.269128576848694,tp
long,mr,1730775600000,1730779200000,156.7048213969682,160.29675,7.221667087979791,25.245146716616823,tp
short,mr,1730818800000,1730822400000,166.08871068914428,168.46455608848984,6.783316541893043,-16.801760444383884,sl
short,mr,1731153600000,1731157200000,202.8065913630102,200.17365,4.6282676088531876,11.630082894165273,tp
short,mr,1731236400000,1731240000000,204.65016166109226,207.8705587222583,4.58780948672591,-15.346770501031992,sl
short,mr,1731337200000,1731340800000,217.24763758557845,222.1026326648556,3.9629858833642384,-19.768390721723538,sl
short,mr,1731445200000,1731448800000,223.74286969535567,215.05659999999997,3.802808656305155,32.541530128454426,tp
long,mr,1732068000000,1732071600000,235.70001840267807,231.1007159176302,2.3801411804564583,-11.277020644511277,sl
short,mr,1732201200000,1732204800000,248.9658798000184,254.57853676570215,2.4329402274247944,-14.026883532429721,sl
short,mr,1732240800000,1732244400000,256.3766692138893,262.7870394593729,3.198720524061404,-21.009332249006704,sl
long,mr,1732482000000,1732485600000,247.92440339981252,251.65484999999998,3.709768805392145,13.278945640203249,tp
long,mr,1732550400000,1732554000000,245.20533466177116,240.91722977102242,3.902066608057768,-17.29651595259704,sl
