dt,side,entry_price,exit_price,qty,pnl,reason
2024-10-01 18:00:00+00:00,long,62590.1,62040.13428571429,0.008947101857961564,-5.253646904542378,sl
2024-11-03 19:00:00+00:00,long,68202.7,68673.5,0.008164923056322642,3.5076174688117,tp
2024-12-20 09:00:00+00:00,long,97172.4,95198.01142857142,0.0057490290994557346,-11.679195033523602,sl
2025-03-19 23:00:00+00:00,short,85576.0,86579.66857142857,0.00644945896826459,-6.808154481127729,sl
2025-04-02 21:00:00+00:00,short,86700.0,84820.0,0.006319733441847226,11.559474996350295,tp
2025-07-25 18:00:00+00:00,long,115397.7,116450.1,0.004802609531968744,4.7187076552887195,tp
2025-09-22 05:00:00+00:00,long,114350.1,113886.86571428573,0.004868088053116277,-2.5877120663138786,sl
2025-10-11 01:00:00+00:00,long,114193.8,112380.09714285715,0.004860423219386747,-9.143092380055254,sl
2025-12-09 16:00:00+00:00,short,92664.1,93702.60285714286,0.005932433112186632,-6.4943793911473735,sl
2025-12-22 18:00:00+00:00,short,89788.4,89111.1,0.006079872406354051,3.7928271100296143,tp
2025-12-29 02:00:00+00:00,short,88256.0,88667.50857142857,0.006207425848384982,-2.8846471338885733,sl
2025-12-31 04:00:00+00:00,short,88830.6,88300.4,0.006147015760049583,2.933477385727151,tp
