dt,side,entry_price,exit_price,qty,pnl,reason
2024-09-04 01:00:00+00:00,long,57637.2,56966.22214285714,0.006245966146863484,-4.404390438020665,sl
2024-09-11 01:00:00+00:00,short,57907.1,56682.0,0.012792815365422747,15.237404687853653,tp
2024-10-01 17:00:00+00:00,long,62839.2,62261.18785714285,0.01446796400355161,-8.903134451314191,sl
2024-11-03 19:00:00+00:00,long,68202.7,68673.5,0.013205511200475157,5.673033469128244,tp
2024-12-03 15:00:00+00:00,long,93792.1,95760.0,0.009651888560494282,18.43939258906488,tp
2024-12-19 20:00:00+00:00,long,98812.5,97139.46928571428,0.00821949485270238,-14.230529765157364,sl
2025-02-21 13:00:00+00:00,short,98240.8,99000.90642857143,0.009243933735686919,-7.575468149063076,sl
2025-03-19 23:00:00+00:00,short,85576.0,86642.39785714286,0.010526586110898272,-11.772758068830461,sl
2025-04-02 16:00:00+00:00,short,85824.8,86819.55500000001,0.01036694762204455,-10.852605249319502,sl
2025-05-30 00:00:00+00:00,long,106255.6,105163.18000000001,0.00827714869895492,-9.564393548821297,sl
2025-07-25 18:00:00+00:00,long,115397.7,116450.1,0.00754270250330843,7.410931038013547,tp
2025-08-01 00:00:00+00:00,long,116466.0,115573.74285714286,0.007526748895978978,-7.237732189801824,sl
2025-09-04 02:00:00+00:00,short,112202.3,111406.4,0.007750491820277566,5.650543804603041,tp
2025-09-05 14:00:00+00:00,short,112898.4,110528.1,0.007743589823823495,17.841100397164812,tp
2025-09-09 00:00:00+00:00,short,112045.4,111616.4,0.007941636182446268,2.8751118177928117,tp
2025-09-22 05:00:00+00:00,long,114350.1,113857.91357142858,0.007800001036284286,-4.3719097592099665,sl
2025-10-10 20:00:00+00:00,long,117179.9,115799.09928571428,0.007573948578474066,-10.984347461174393,sl
2025-12-09 16:00:00+00:00,short,92664.1,93767.50928571429,0.0090482006630509,-10.49292497443147,sl
2025-12-22 18:00:00+00:00,short,89788.4,89111.1,0.008417278367124546,5.250978877472954,tp
2025-12-29 02:00:00+00:00,short,88256.0,88693.22785714286,0.009875484246071622,-4.843369959819855,sl
2025-12-31 04:00:00+00:00,short,88830.6,88300.4,0.009757235192142614,4.656345436657966,tp
2026-01-02 09:00:00+00:00,short,88791.0,89204.34285714285,0.009803513049539343,-4.5769216574991765,sl
