side,mode,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason
short,mr,1727074800000,1727078400000,64146.633046579715,63308.335,0.015914709591055034,12.736749702333963,tp
short,mr,1732154400000,1732158000000,94167.29150774232,95163.7203107777,0.007399225054081489,-7.795283634165665,sl
short,mr,1733349600000,1733353200000,97862.68852469262,98996.76300895725,0.010828658326712037,-12.923706380388467,sl
long,mr,1740315600000,1740319200000,95918.6186033877,95550.84596723881,0.012920618303785882,-5.492595459864845,sl
long,mr,1741910400000,1741914000000,80655.50961593312,81796.995,0.0068395276370091474,7.471549146811349,tp
long,mr,1743951600000,1743955200000,82447.715284593,81937.00814569277,0.011187229333494324,-6.26338674574529,sl
long,mr,1746032400000,1746036000000,93673.05931301715,94433.18500000001,0.013165941127425147,9.261788991748846,tp
short,mr,1748970000000,1748973600000,106430.3755572988,105606.4,0.011693681342077053,8.894351047142244,tp
short,mr,1750078800000,1750082400000,107024.2014736349,107624.75704200745,0.01172977399208722,-7.801829532333173,sl
short,mr,1752415200000,1752418800000,118399.89173465129,118902.67427629071,0.01051777621909541,-6.038509291765439,sl
short,mr,1760914800000,1760918400000,108560.37283030881,107998.93000000001,0.010040598902317089,4.986597902906746,tp
long,mr,1765472400000,1765476000000,90283.02688730959,90369.735,0.010992685876521401,0.3571113799919916,tp
long,mr,1771347600000,1771351200000,67337.39119323186,68112.265,0.012675648088072184,9.304007426284889,tp
long,mr,1771470000000,1771473600000,66397.99878868376,66997.86,0.013731416672291063,7.684958919041409,tp
long,mr,1771509600000,1771513200000,65936.65922930457,66610.075,0.014189214461988278,8.988154008780079,tp
long,mr,1772204400000,1772208000000,66231.90860346884,65429.67451724766,0.013208860768368757,-11.11514922502589,sl
