month,return_pct,equity_end
2024-09,0.8645262619348282,1008.6452626193484
2024-10,0.2771424428961833,1011.4406467403282
2024-11,1.7952191750854052,1029.5982231752184
2024-12,0.3108628933275792,1032.7988620014303
2025-01,1.252495969046219,1045.7346261163534
2025-02,1.7865134854423648,1064.4168162338624
2025-03,-1.357202234664856,1049.970527417788
2025-04,-0.45109941166999734,1045.234116545898
2025-05,0.354400576796321,1048.9384322838084
2025-06,-0.40703906456075467,1044.6688431012221
2025-07,-0.7474487089517701,1036.8604793206407
2025-08,-0.03533764489401792,1036.494077246412
2025-09,0.5360848902974613,1042.0505653833582
2025-10,0.40533259484043516,1046.2743359795759
2025-11,1.736382186223917,1064.4416571685579
2025-12,1.6003782705353853,1081.4767501524102
2026-01,-1.099832334268258,1069.5823191666404
2026-02,-0.7119535038415337,1061.967390368864
