month,return_pct,equity_end
2024-09,2.3153884631542443,1023.1538846315425
2024-10,-6.6010131683452595,955.6153619745783
2024-11,-3.0705256700566563,926.272946978144
2024-12,1.8708454127023266,943.6020819157873
2025-01,-12.676744328453138,823.984058513362
2025-02,-0.7160072329960521,818.0842730556719
2025-03,-7.123604987342058,759.8071809796171
2025-04,-0.6859674739356114,754.5951508534698
2025-05,-3.635686920615122,727.1604336502943
2025-06,-1.6241552996013153,715.3502189305591
2025-07,-6.919198941082916,665.8537141572815
2025-08,2.2182547604084224,680.6240458689317
2025-09,-1.3272314244910155,671.5905896495171
2025-10,-7.180990402831489,623.3637338604659
2025-11,10.992498508534254,691.8869830078211
2025-12,7.7778910267477075,745.7011985744218
2026-01,-2.086980858038212,730.1385573020121
2026-02,-5.1104010040686765,692.8255491385576
