month,return_pct,equity_end
2024-09,0.0,1000.0
2024-10,0.0,1000.0
2024-11,0.0,1000.0
2024-12,-1.0501996893785726,989.4980031062142
2025-01,-0.9446170487092509,980.1510362722354
2025-02,-0.4147556418487075,976.0858045506577
2025-03,0.7948561863785564,983.8442829524914
2025-04,0.27179092315281483,986.5182824115143
2025-05,0.0,986.5182824115143
2025-06,0.5279660061143332,991.72676358675
2025-07,0.0,991.72676358675
2025-08,0.0,991.72676358675
2025-09,0.0,991.72676358675
2025-10,0.0,991.72676358675
2025-11,0.0,991.72676358675
2025-12,0.0,991.72676358675
2026-01,0.0,991.72676358675
2026-02,-0.036404161545267044,991.3657337736463
